Athlete,2rds; for best time,8rds; for time,15min AMRAP,,4rds; for time,5rds; for time,15min AMRAP,21-15-9; for time,15min AMRAP,,8rds; for time,Buy in,Db Complex (40's/25's),15min AMRAP,Bench Drop Sets,,5rds; for time,6rds; for time,4rds; for time,5rds; for time,Shoulder Press Drop Sets,,EMOM for 12min,5rds; for time | 15min cap
,500m Row,3 Muscle Ups,10 Lunges (135/85),,10 Renegades (40's/25's),5ea 1-Arm Kb Clean (70/55),2-4-6-8-10...,Push Press (155/75),,,15 Kb Swings (70/55),500m Row,2min work/2min rest for 22min,"3 Box Jumps (30""/24"")",3@ 70%!,,8 Sumo Deadlifts (225/155),5 Thrusters (135/85),5 Push Press (155/95),14 Bulgarian Split Squats (40/25),4@ 90% !,,max Pull Ups,10 Devils Press (50's/35's)
,40 Squats,7 Push Press (135/85),10 Bent Over Rows (135/85),,80yd Farmers Carry (40's/25's),5ea 1-Arm Kb Squat (70/55),Db Thrusters (40's/25's),Ring Dips,20 Lunges (55/35),,10 Toes to Bar,EMOM for 10min,for max rounds,6 Lunges (95/65),,,6 Chest to Bar Pull Ups,20 Dubs,10 1-arm Devils Press (50/35),15 Db Squats (40's/25's),,,"max Step Ups (24"")(40/25)",20 Wall Balls (30/20)(10'/9')
,30 Sit Ups,50 Dubs,5 GHD's (10/5),,40 Dubs,40yd 1-Arm Overhead Carry (70/55),Kb Swing (70/55),Row (cal),,,5 Hand Release Push Up,5 Sh Press (115/75),2 Deadlift,9 Front Squats (95/65),,,"10ea Heel Touches (12"")",4 Thrusters (135/85),20 TTB,30 Bicycles ,,,,
,20 Ring Dips,,,,,,Strict Pull Up,,,,,5 Burpees,2 Bi Curls,,,,,15 Dubs,,,,,,
,10 Chest to Bar Pull Ups,,,,,,,,,,,,2 Squats,,,,,3 Thrusters (135/85),,,,,,
,,,,,,,,,,,,,2 Shoulder Press,,,,,10 Dubs,,,,,,
,,,,,,,,,,,,,2 Tri Ext,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,2rds; for best time,8rds; for time,15min AMRAP,,4rds; for time,5rds; for time,15min AMRAP,21-15-9; for time,15min AMRAP,,8rds; for time,Buy in,Db Complex (25's/15's),15min AMRAP,Bench Drop Sets,,5rds; for time,6rds; for time,Elvis Press-ly,5rds; for time,Shoulder Press Drop Sets,,EMOM for 12min,5rds; for time | 15min cap
,500m Row,3 Chest to Bar Pull Ups,10 Lunges (95/65),,10 Renegades (25's/15's),5ea 1-Arm Kb Clean (55/35),2-4-6-8-10...,Push Press (135/75),12 Sumo Squats (40/25),,15 Kb Swings (55/35),500m Row,2min work/2min rest for 22min,"3 Box Jumps (24""/20"")",3@ 70%!,,8 Sumo Deadlifts (185/135),5 Thrusters (115/75),4rds; for time,14 Bulgarian Split Squats (25/15),4@ 90% !,,max Box Pull Ups,10 Devils Press (40's/25's)
,40 Squats,7 Push Press (115/75),10 Bent Over Rows (95/65),,80yd Farmers Carry (40's/25's),5ea 1-Arm Kb Squat (55/35),Db Thrusters (40's/25's),Ring Dips (toe support),20 Lunges (40/25),,10 Knees to Elbows,EMOM for 10min,for max rounds,6 Lunges (75/45),,,6 Pull Ups,20 Dubs,5 Push Press (135/85),15 Db Squats (25's/15's),,,"max Step Ups (20"")(40/25)",20 Wall Balls (20/14)(10'/0')
,30 Sit Ups,30 Dubs,5 Glute Bridge Walkouts,,20 Dubs,40yd 1-Arm Overhead Carry (55/35),Kb Swing (55/35),Row (cal),,,5 Hand Release Push Up,5 Sh Press (95/65),2 Deadlift,9 Front Squats (75/45),,,"10ea Heel Touches (9"")",4 Thrusters (115/75),10 1-arm Devils Press (40/25),30 Bicycles,,,,
,20 Push Ups,,,,,,Pull Up,,,,,5 Burpees (knees optional),2 Bi Curls,,,,,15 Dubs,20 KTE,,,,,
,10 Pull Ups,,,,,,,,,,,,2 Squats,,,,,3 Thrusters (115/75),,,,,,
,,,,,,,,,,,,,2 Shoulder Press,,,,,10 Dubs,,,,,,
,,,,,,,,,,,,,2 Tri Ext,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,2rds; for best time,8rds; for time,15min AMRAP,,4rds; for time,5rds; for time,15min AMRAP,21-15-9; for time,15min AMRAP,,8rds; for time,Buy in,Db Complex (15's/10's),15min AMRAP,Bench Drop Sets,,5rds; for time,6rds; for time,Elvis Press-ly,5rds; for time,Shoulder Press Drop Sets,,EMOM for 12min,5rds; for time | 15min cap
,500m Row,3 Box Pull Ups,10 Lunges (40/25),,10 Renegades (15's/10's),5ea 1-Arm Db Clean (40/25),2-4-6-8-10...,Push Press (95/65),12 Sumo Squats (25/15),,15 DB RDL (40/25),500m Row,2min work/2min rest for 22min,"3 Box Jumps (20""/16"")",4@ ,,8 Sumo Deadlifts (135/85),5 Db Thrusters (40's/25's),4rds; for time,14 Bulgarian Split Squats (bw),5@ ,,max Ring Rows,10 Devils Press (25's/15's)(no push up)
,40 Squats to box,7 Push Press (95/65),10 Bent Over Rows (40/25),,80yd Farmers Carry (25's/15's),5ea 1-Arm Db Squat (40/25),Db Thrusters (25's/15's),Box Dip Hold (seconds | x2 reps),20 Lunges (25/15),,10 Hanging Knee Raises,EMOM for 10min,for max rounds,6 Lunges (45/35),95/65,,6 Box Pull Ups,20 Singles,5 Db Push Press (40's/25's),15 Squats (bw),95/65,,max Step Ups (AHiAP)(bw),20 Med Ball Thruster (20/14)
,30 Crunches,50 Singles,5 Glute Bridge Walkouts,,40 Singles,40yd 1-Arm Overhead Carry (40/25),DB RDL (40/25),Row (cal),,,5 Incline Push Up,5 Sh Press (75/45),2 Deadlift,9 Front Squats (45/35),75/55,,"10ea Heel Touches (6"")",4 Db Thrusters (40's/25's),10 1-arm Devils Press (25/15),30 Bicycles,75/55,,,
,20 Incline Push Ups,,,,,,Ring Rows,,,,,5 Burpees (no push up),2 Bi Curls,,45/35,,,15 Singles,20 HKR,,45/35,,,
,10 Ring Rows,,,,,,,,,,,,2 Squats,,,,,3 Db Thrusters (40's/25's),,,,,,
,,,,,,,,,,,,,2 Shoulder Press,,,,,10 Singles,,,,,,
,,,,,,,,,,,,,2 Tri Ext,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,2rds; for best time,8rds; for time,15min AMRAP,,4rds; for time,8rds; for time,15min AMRAP,21-15-9; for time,15min AMRAP,,8rds; for time,Buy in,BW Complex,15min AMRAP,Push Up Drop Sets,,5rds; for time,6rds; for time,Elvis Press-ly,5rds; for time,Shoulder Drop Sets,,EMOM for 12min,5rds; for time | 15min cap
,2min Jog in place,5 Prone Shoulder Press,20 Lunges,,14 Push Up to Sh Tap,10 Tap Ground to Squat Hop,2-4-6-8-10...,Handstand Hold (seconds | x2 reps),12 Sumo Squats (bw),,15 Squat Hops,400m Run/Jog,2min work/2min rest for 22min,3 Squat Jumps,3@,,16 Sumo Squats,10 Burpees,4rds; for time,14 Bulgarian Split Squats (bw),5@,,max Pull Ups,10 Burpee Broad Jump
,40 Squats,7 Down Dog HSPU,15 Reverse Flys,,1min Farmers Hold (AHeavyAP),15 Squats,Squats,Box Dip Hold (seconds | x2 reps),20 Lunges (bw),,10 Straight Leg Raises,EMOM for 10min,for max rounds,6 Lunges (bw),On Toes,,6 Pull Ups,20 Jumping Jacks,5 Down Dog Handstand Push Up,15 Squats (bw),Sq Sit Behind the Neck Sh Pr,,max Step Ups (AHiAP),30 Lunges
,30 Sit Ups,50 Jumping Jacks,10 Glute Bridge Walkouts,,40 Jumping Jacks,1min Kneading Planks,Hop Squats,Burpees,,,5 Hand Release Push Ups,3 Inch Worms,2ea Lunges,9 Squats (bw),On Knees,,"10ea Heel Touches (9"")",8 Burpees,10 Burpees,30 Bicycles,Bent Over Sh Press,,,
,20 Push Ups,,,,,,Wall Shoulder Press,,,,,5 Burpees,2 Squats,,On Incline,,,15 Jumping Jacks,20 V-Ups,,Reverse Snow Angels,,,
,10 Bent Over Rows,,,,,,,,,,,,2 Inch Worms,,,,,6 Burpees,,,,,,
,,,,,,,,,,,,,2 Burpees,,,,,10 Jumping Jacks,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,2min Banded Side Steps,30 Prone Ext Sh Rotations,1min HKR,,2min Scorpion St,2min Couch Mobility,2min Side Hip Smash,2min Scorpion St,50 Banded Side Steps,,2min Samson St.,30 Pull Ups,1min Deadhang,2min Couch Mobility,20 Pull Ups,,2min Couch Mobility,30ea Lat/Frontal/Rev Flys,2min OH Stretch,30 GHD's,1min Across Body Stretch,,2min Samson St,2min Pigeon
,,,,,,,,,,,,,,,,,,,,,,,,
,"""Baseline 2.0""",8rds; for time,15min AMRAP,https://youtu.be/GBTj4uyXKLQ,4rds; for time,5rds; for time,15min AMRAP,21-15-9; for time,15min AMRAP,https://youtu.be/cgpFFxI8Z_o,8rds; for time,Buy in,Db Complex (40's/25's),15min AMRAP,Bench Drop Sets,https://youtu.be/eFQPNVbmf34,5rds; for time,6rds; for time,Elvis Press-ly,5rds; for time,Shoulder Press Drop Sets,https://youtu.be/trLakUDOpr0,EMOM for 12min,5rds; for time | 15min cap
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,30 Sit Ups,#REF!,#REF!,#REF!,#REF!,#REF!,Wall Shoulder Press,#VALUE!,#VALUE!,#VALUE!,#VALUE!,5 Burpees,2 Squats,#VALUE!,On Incline,#VALUE!,#VALUE!,15 Jumping Jacks,20 V-Ups,#VALUE!,Reverse Snow Angels,#VALUE!,#VALUE!,#VALUE!
