WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,8.10.20,8.11.20,8.12.20,8.13.20,8.14.20,8.15.20,8.17.20,8.18.20,8.19.20,8.20.20,8.21.20,8.22.20,8.24.20,8.25.20,8.26.20,8.27.20,8.28.20,8.29.20,8.31.20,9.1.20,9.2.20,9.3.20,9.4.20,9.5.20
Primer,,,,,,,,,,,,,,,,,,,,,,,,
Strength,,,ref 5.27.20,,ref 3.4.20,,,ref 5.29.20,,,ref 6.3.20,,,,,,,,ref 5.19.20,,ref 6.8.20,,ref 2.28.20,
Athlete,Back Squats 4x10@ 55% (2min),(Floor) | P CL + Fr Sq 6x 2+2@ 55%,Deadlifts 4x10@ 55% (2min rest),,(Floor) | P. Sn. + OHS 6x2+2@ 55%,,Deadlifts 4x10@ 60%,Behind the Neck Press | 5x10 @ 75/45,Back Squats 4x10@ 60%,,Front Squats 4x10@ 45% (B Sq),,Back Squats 4x8@ 65%,(Floor) | P CL + Fr Sq 6x 2+2@ 60%,Deadlifts 4x8@ 65%,,(Floor) | P. Sn. + OHS 6x2+2@ 55%,,Deadlifts 4x8@ 70%,Behind the Neck Press | 5x8 @ 95/65,Back Squats 4x8@ 70%,,Front Squats 4x8@ 50% (B Sq),
Enthusiast,Back Squats 4x10@ 50% (1min),(Floor) | CL Pull + P. Cl 6x2+2@ 115/75,Deadlifts 4x10@ 50% (1min rest),,(Floor) | Sn Pull + P. Sn. 6x2+2@ 95/65,,Deadlifts 4x10@ 55%,Behind the Neck Press | 5x10@ 45/35,Back Squats 4x10@ 55%,,Front Squats 4x10@ 40% (B Sq),,Back Squats 4x8@ 60%,(Floor) | CL Pull + P. Cl 6x2+2@ 125/85,Deadlifts 4x8@ 60%,,(Floor) | Sn Pull + P. Sn. 6x2+2@ 95/65,,Deadlifts 4x8@ 65%,Behind the Neck Press | 5x8@ 75/55,Back Squats 4x8@ 65%,,Front Squats 4x8@ 45% (B Sq),
Foundation,Box Squats 4x10@ 95/65,CL Pull+ CL Hi Pull 6x2+2@ 75/45,RDL's 4x10@ 135/85,,Sn Pull + Sn Hi Pull 6x2+2@ 75/45,,RDL's 4x10 @ 155/95,Prone BNP | 5x10@ pvc,Box Squats 4x10@ 115/75,,Front Squats 4x10@ 75/45,,Box Squats 4x8@ 125/85,CL Pull+ CL Hi Pull 6x2+2@ 95/65,RDL's 4x8@ 165/105,,Sn Pull + Sn Hi Pull 6x2+2@ 75/45,,RDL's 4x8@ 175/115,Behind the Neck Press | 5x8@ 45/35,Box Squats 4x8@ 135/95,,Front Squats 4x8@ 95/65,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,Chun Li,Hips | keep them the right kind of tight,Baseline,,,,,Triceps | the secret to a strong upper body,FGB Style,,,Hollow Rock It,,Ankles | why yours are ruining your squats,,,,,,Hard Reset,,The Ultimate Challenge w/ Tess Hering
Athlete,10rds; for time (20min cap),20min AMRAP,3 rounds; for time,,2rds; for tfastest time,7 rounds; for max reps,10 rounds; for time,8 rounds; for time (20min cap),15min AMRAP,,3rds; for max reps,For fastest round; 3 attempts,4rds; for time,17min time cap,10rds; for time,,15min AMRAP,4 rounds; 1min/station,8 rounds; for time,10rds; for time,EoMOM for 20min,,20min AMRAP; for max reps,0-8min
,10yd Broad Jumps,10yd Seal Drags,20 Cossack Squats (25),,500m Row,400m Run,40yd Backwards run,30 Ring Dip Support,:20 Mt Climbers (sprint),,Push Ups (on db's),30 Kb Swings (70/55),10 Chest to Bar Pull Ups,60 Squats (40/25),40yd Sprints,,5 Shoulder Press (115/75),for max reps,:20 Reverse Planks,40yd Backwards Run,10 Burpees to target,,Bench Press (135/85)*,60-40-20 Dubs
,10 Side Plank Raises,5 Chest to Bar Pull Ups,40 Sit Ups (25),,40 Squats,30 Dubs,40yd Burpee Broad Jump,:20 Free Standing Handstand Hold,30yd Sprint,,Rev Fly (15's/10's),40 Lunges,20 RDL's (165/105),50 Hollow Rocks,40yd Grapevines,,10 Floor Press (115/75),Row (cals),10 Russian Push Ups,40yd Sprint,20 Squats ,,DB Rev Flys (15's/10's),30-20-10 Sit Ups
,30 Lunges (25/15),10 Incline Push Ups,,,30 Sit Ups,Bench Press (135/85),40 Bicycles,10 Burpee,40 Dubs,,OH Tricep Ext (25's/15's),50 Sit Ups,30 Bent Over Rows (50/35),40 Burpees,40 Side Plank Raises,,15 Rev Flys (15's/10's),Ring Rows,5 Strict Pull Ups,40 Dubs (must be unbroken),,,,8-16min
,10 Side Plank Raises,,,,20 Push Ups,,,,,,Bi Curl (25's/15's),60 Dubs,40 Ham Curl (band ea leg),30 Ring Dips,,,,Thrusters (135/95),,,,,*Explosive reps (slow down),60-40-20 Dubs
,,,,,10 Pull Ups,,,,,,1min Rest,Rest 3min,,20 Lunges (40/25),,,,Rest 1min,,,,,,60-40-20 Squats
,,,,,,,,,,,,,,10 V- Ups,,,,,,,,,,16-24min
,,,,,,,,,,,,,,,,,,,,,,,,30-20-10 Sit Ups
,,,,,,,,,,,,,,,,,,,,,,,,60-40-20 Squats
,,,,,,,,,,,,,,,,,,,,,,,,Rest 1min then complete 1min max burpees
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,10rds; for time (20min cap),20min AMRAP,3 rounds; for time,,500m Row,7 rounds; for max reps,10 rounds; for time,8 rounds; for time (20min cap),15min AMRAP,,3rds; for max reps,For fastest round; 3 attempts,4rds; for time,17min time cap,10rds; for time,,15min AMRAP,4 rounds; 1min/station,8 rounds; for time,10rds; for time,EoMOM for 20min,,20min AMRAP; for max reps,0-8min
,10yd Broad Jumps,10yd Seal Drags,20 Cossack Squats,,40 Squats,400m Run,40yd Backwards run,30 Dip Support,:20 Mt Climbers (slow),,Floor Press (40's/25's),30 Kb Swings (55/35),10 Pull Ups,60 Squats,40yd Sprints,,5 Shoulder Press (95/65),for max reps,:20 Reverse Planks,40yd Backwards Run,10 Burpees,,Bench Press (95/65)*,60-40-20 Dubs
,10 Side Plank Raises,5 Pull Ups,40 Sit Ups,,30 Sit Ups,30 Dubs,40yd Lunge,:20 Handstand Hold,30yd Sprint,,Rev Fly (10's/5's),40 Lunges,20 RDL's (135/85),50 Hollow Rocks,40yd Grapevines,,10 Floor Press (95/65),Row (cals),10 Push Ups,40yd Sprint,20 Squats ,,DB Rev Flys (10's/5's),30-20-10 Sit Ups
,30 Lunges,10 Push Ups,,,20 Push Ups,Bench Press (95/65),40 Bicycles,10 Burpee,40 Dubs,,OH Tricep Ext (15's/10's),50 Sit Ups,30 Bent Over Rows (40/25),40 Burpees,40 Side Plank Raises,,15 Rev Flys (10's/5's),Ring Rows,5 Pull Ups,40 Dubs,,,,8-16min
,10 Side Plank Raises,,,,10 Pull Ups,,,,,,Bi Curl (15's/10's),60 Dubs,40 Ham Curl,30 Hand Release Push Ups,,,,Thrusters (95/65),,,,,*Explosive reps (slow down),60-40-20 Dubs
,,,,,,,,,,,1min Rest,Rest 3min,,20 Lunges,,,,Rest 1min,,,,,,60-40-20 Squats
,,,,,,,,,,,,,,10 V- Ups,,,,,,,,,,16-24min
,,,,,,,,,,,,,,,,,,,,,,,,30-20-10 Sit Ups
,,,,,,,,,,,,,,,,,,,,,,,,60-40-20 Squats
,,,,,,,,,,,,,,,,,,,,,,,,Rest 1min then complete 1min max burpees
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,10rds; for time (20min cap),20min AMRAP,3 rounds; for time,,500m Row,7 rounds; for max reps,10 rounds; for time,8 rounds; for time (20min cap),15min AMRAP,,3rds; for max reps,For fastest round; 3 attempts,4rds; for time,17min time cap,10rds; for time,,15min AMRAP,4 rounds; 1min/station,8 rounds; for time,10rds; for time,EoMOM for 20min,,20min AMRAP; for max reps,0-8min
,10 Squat Jumps,:30 Plank,20 Sumo Squats,,40 Squats to Box,400m Run,40yd Backwards Buttkickers,30 Dip Support (toe assist),:20 Mt Climbers (against wall),,Floor Press (25's/15's),30 Kb Swings (35/25),10 Ring Rows,60 Squats to Box,40yd Sprints,,5 Shoulder Press (40's/25's),for max reps,:20 Reverse Planks,40yd Backwards Butt Kickers,10 Burpees (no push up),,Bench Press (75/45)*,60-40-20 Singles
,10 Side Planks,10 Ring Rows,40 Crunches,,30 Crunches,90 Singles,20 Split Squats,:20 Tripod Pose,30yd Run,,Rev Fly (bw),40 Lunges,20 RDL's (115/75),50 Hollow Rocks,40yd Grapevines,,10 Floor Press (40's/25's),Row (cals),10 Incline Push Ups,40yd Run,20 Squats to Box,,DB Rev Flys (5's/bw),30-20-10 Sit Ups
,30 Split Squats,10 Incline Push Ups,,,20 Incline Push Ups,Bench Press (75/45),40 Bicycles,10 Burpee (no push up),80 Singes,,OH Tricep Ext (10's/5's),50 Sit Ups,30 Bent Over Rows (25/15),40 Burpees (no push up),1min Side Planks (ea),,15 Rev Flys (5's/2.5's),Ring Rows,5 Ring Rows,80 Singles,,,,8-16min
,10 Side Planks,,,,10 Ring Rows,,,,,,Bi Curl (10's/5's),60 Jumping Jacks,40 Ham Curl,30 Incline Push Ups,,,,Db Thrusters (40's/25's),,,,,*Explosive reps (slow down),60-40-20 Singles
,,,,,,,,,,,1min Rest,Rest 3min,,20 Split Squats,,,,Rest 1min,,,,,,60-40-20 Squats
,,,,,,,,,,,,,,10 Sit Ups,,,,,,,,,,16-24min
,,,,,,,,,,,,,,,,,,,,,,,,30-20-10 Sit Ups
,,,,,,,,,,,,,,,,,,,,,,,,60-40-20 Squats
,,,,,,,,,,,,,,,,,,,,,,,,Rest 1min then complete 1min max burpees (no push up)
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
