,10 Ring Rows (Flat),12 Cossack Squats (25/15),10 Sh Press (115/75),,Rev Curl,"7 Burpee Box Step Overs (24"")",20 Lunges (40's/25's),10 Renegades (40's/25's),7 Goblet Squat (70/55),,10 Russian Push Ups,10 Wall Balls (30/20),15 Ham Curls,Bar Muscle Ups,5 Archer Push Ups,,,,,,6 Db G2O (50/35),,30 Dubs,10 V-Ups
,7 Dragon Flags,30 Dubs,80yd Suitcase Carry (55/35),,Shoulder Press,7 Evil Wheels,10 Pull Ups (15/5),80yd Farmers Carry (50's/35's),7 TTB,,12 Single Leg Squats,5 C2B Pull Ups,20 Dubs,Dragon Flags,5 KTE,,,,,,8 KTE,,4 Ring Muscle Ups,10 Floor Press (135/85)
,,,,,Tricep Extension,,,,,,,,,,,,,,,,,,,10 Tuck Ups 
,,,,,Squat,,,,,,,,,,,,,,,,,,,15 Bent Over Rows (135/85)
,,,,,1-Arm Lunge (ea side),,,,,,,,,,,,,,,,,,,10 SLR
,,,,,Bent Over Row,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,5rds; for time,12min AMRAP,4rds; for time,,Bar Complex | 10 reps ea | 3rds,15min AMRAP,15min AMRAP,5rds; for time,12min AMRAP,,5rds; for time,7rds; for time (1:1 | W:R),12min AMRAP,12-9-6-3; for time,EMOM for 10min,,Deadlift 5x3@ 85%,,,Bench 5x1@ 95%,EMOM for 10min,,5rds; for time,4rds; for time
,12 Push Ups,10 Kb Swings (70/55),10 Pull Up Shrugs,,(45/35),7 Thruster (115/75),15 Dubs,7 Push Press (135/85),1min on/1min off,,7 Shoulder Press (105/70),20 Apollo Ohno's,10 Lunges (95/65),Push Press (135/85),5 Db Thrusters (40's/25's),,,,,,"4 Step Ups (20"")",,2 Thrusters (135/85),5 Shoulder Press (115/75)
,10 Ring Rows (45 degree),12 Cossack Squats (bw),10 Sh Press (95/65),,Rev Curl,"7 Burpee Box Step Over (20"")",20 Lunges (25's/15's),10 Renegades (25's/15's),7 Goblet Squat (55/35),,10 Hand Release Push Up,10 Wall Balls (20/14),15 Ham Curls,Strict Pull Ups,5 Russian Push Ups,,,,,,6 Db G2O (40/25),,15 Dubs,10 V-Ups
,7 Eccentric Dragon Flags,15 Dubs,80yd Suitcase Carry (40/25),,Shoulder Press,7 Plank Walkouts,10 Pull Ups,80yd Farmers Carry (40's/25's),7 KTE,,12 Single Leg Squats (assisted),5 Pull Ups,10/20 Dubs/Singles,Ecc Dragon Flags,5 HKR,,,,,,8 HKR,,4 Chest to Bar Pull Ups,10 Floor Press (115/75)
,,,,,Tricep Extension,,,,,,,,,,,,,,,,,,,10 Tuck Ups 
,,,,,Squat,,,,,,,,,,,,,,,,,,,15 Bent Over Rows (115/75)
,,,,,1-Arm Lunge (ea side),,,,,,,,,,,,,,,,,,,10 SLR
,,,,,Bent Over Row,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,5rds; for time,12min AMRAP,4rds; for time,,Db Complex | 10 reps ea | 3rds,15min AMRAP,15min AMRAP,5rds; for time,12min AMRAP,,5rds; for time,7rds; for time (1:1 | W:R),12min AMRAP,12-9-6-3; for time,EMOM for 10min,,RDL 5x3@ 175/115,,,Bench 5x1@ 135/100,EMOM for 10min,,5rds; for time,4rds; for time
,12 Incline Push Ups,10 Kb RDL (55/35),10 St Arm Lat Pulldowns,,(25/15),7 Db Thruster (40's/25's),30 Singles,7 Push Press (95/65),1min on/1min off,,7 Shoulder Press (95/65),20 Apollo Ohno's,10 Lunges (40/25),Push Press (115/75),5 Db Thrusters (25's/15's),,,,,,4 Step Ups (AHiAP),,2 Thrusters (95/65),5 Shoulder Press (95/65)
,10 Ring Rows (>45 degree),12 Sumo Squats (25/15),10 Sh Press (75/45),,Rev Curl,"7 Burpee Box Step Over (20""/no push up)",20 Lunges (bw),10 Push Up to Sh Taps,7 Goblet Squat (35/25),,10 Knee Push Ups,10 Wall Balls Thruster (20/14),15 Ham Curls,Box Pull Ups,5 Incline Push Ups,,,,,,6 Db G2O (25/15),,30 Singles,10 V-Ups
,7 Candlesticks,30 Singles,80yd Suitcase Carry (40/25),,Shoulder Press,7 Plank Walkouts (on knees),10 Box Pull Ups,80yd Farmers Carry (25's/15's),7 HKR,,12 Single Leg Squats (to box),5 Ring Rows,40 Singles,Candlesticks,5 Tuck Ups,,,,,,8 SLR,,4 Box Pull Ups,10 Floor Press (95/65)
,,,,,Tricep Extension,,,,,,,,,,,,,,,,,,,10 Tuck Ups 
,,,,,Squat,,,,,,,,,,,,,,,,,,,15 Bent Over Rows (95/65)
,,,,,1-Arm Lunge (ea side),,,,,,,,,,,,,,,,,,,10 SLR
,,,,,Bent Over Row,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,7rds; for time,12min AMRAP,4rds; for time,,Backpack Complex | 10reps ea | 3rds,15min AMRAP,15min AMRAP,5rds; for time,12min AMRAP,,5rds; for time,7rds; for time (1:1 | W:R),12min AMRAP,12-9-6-3; for time,EMOM for 10min,,Single Leg RDL 5x5ea@ bw,,,Push Ups 5x3@ bw,EMOM for 10min,,5rds; for time,4rds; for time
,12 Push Ups,10 Squat Hops,10 Pull Up Shrugs,,(backpack),12 Squat to floor tap,30 Dubs,7 HSPU,1min on/1min off,,7 Down Dog HSPU,20 Apollo Ohno's,10 Lunges (backpack),HSPU,5 Burpees,,,,,,4 Step Ups (AHiAP),,7 Burpees,5 Down Dog HSPU
,10 Rev Flys,12 Cossack Squats (bw),10 Down Dog HSPU,,Rev Curl,7 Burpee Broad Jumps,20 Lunges (bw),10 Push Up to Sh Taps,7 Squats,,10 Hand Release Push Ups,10 Squat Jumps,8 Glute Bridge Walkouts,Strict Pull Ups,5 Russian Push Ups,,,,,,6 Floor Tap to Squat Jump,,30 Jumping Jacks,10 V-Ups
,7 Candlesticks,30 Jumping Jacks,80yd Suitcase Carry (backpack),,Shoulder Press,7 Plank Walkouts,10 Pull Ups,80yd Farmers Carry (backpack),7 V-Ups,,12 Single Leg Squats (assisted),5 Pull Ups,20 Dubs,Ecc Dragon Flags,5 HKR,,,,,,8 SLR,,4 Chest to Bar Pull Ups,10 Push Ups
,,,,,Tricep Extension,,,,,,,,,,,,,,,,,,,10 Tuck Ups 
,,,,,Squat,,,,,,,,,,,,,,,,,,,15 Rev Flys (soup cans)
,,,,,1-Arm Lunge (ea side),,,,,,,,,,,,,,,,,,,10 SLR
,,,,,Bent Over Row,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,1min Deadhang,30 GHD's,30 Lateral Flys,,30 Bi's and Tri's,3min Plank,2min Side Planks (1min ea),3min Arm Circles,30 Split Squats (ea),,30 Db Tri Ext,30 GHD's,50 Banded Side Steps,30ea Lat/Frontal/Rev flys,3min Planks,,Tabata Row,,,50 BPA,2min Samson,,30 GHD,3min Arm Circles
,,,,,,,,,,,,,,,,,,,,,,,,
,5rds; for time,15min AMRAP,for time,#VALUE!,#REF!,Partner WoD; 12min cap | YGIG,5rds; 1min ea | for max reps,for time,At-Home Repeatability Test,#VALUE!,for time,EMOM for 12min,5rds; 1min ea station; max reps,15min AMRAP,for time,#VALUE!,20min AMRAP,for time,for time; Partners | YGIG,2 rounds,1600m Walk/Jog/run*,#VALUE!,6 rounds; for max laps,6rds | for time 
