WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,4.22.24,4.23.24,4.24.24,4.25.24,4.26.24,4.27.24,4.29.24,4.30.24,5.1.24,5.2.24,5.3.24,5.4.24,5.6.24,5.7.24,5.8.24,5.9.24,5.10.24,5.11.24,5.13.24,5.14.24,5.15.24,5.16.24,5.17.24,5.18.24
Primer,Movement Prep 1,10 Pressing Snatch Balance,15 Box Jumps,,3 Push Ups,10 Rev Med Ball Toss,3 Squats,15 Box Jumps,20 Single Leg RDL,,10 Plyo Push Ups,10 Rev Med Ball Toss,15 Box Jumps,10 Drop Snatch,Movement Prep 1,,1min Side Med Ball Toss,25 Wall Balls,15 Box Jumps,25 Kb Swings,400m Row,,5 Tempo Push Ups,10 Squat Sit BNP
Strength,3.1.23,,8.24.22,,FNF | 11.6.23 | 1.6.23 | 10.21.22,,1.27.23 | 11.13.23 | 8.26.23 | 6.3.23,11.25.23,8.21.23,,11.18.23 | 8.25.23 | 5.26.23,,2.26.20 | 3.8.23 | 9.2.23 |11.21.23,12.2.23 | 6.6.23 | 1.10.22,9.28.22 | 12.19.22 | 8.23.23 | 11.22.23,,11.20.23 | 8.22.23,5.27.23*,6.5.23,12.20.22*,12.21.22 | 3.15 | 6.14 | 9.16 | 11.29.23 | 2.21.24,,2.13.24 | 12.13.22,12.1.21
Athlete,Sumo Deadlifts 5x5@ 65%,Hang Power Snatch 5x3@ 60%,Back Squats 5x5@ 65%,,Bench 5x5@ 65%,Hang Power Clean 5x3@ 60%,Back Squats 5x3@ 70%,(EMOM) Hang Power Clean 6x3@ 65%,Deadlifts 5x3@ 70%,,Bench 5x3@ 70%,(EMOM) Hang Power Snatch 6x3@ 65%,Deadlifts 5x3@ 75%,Hang Power Snatch 6x3@ 70%,Back Squats 5x3@ 75%,,Bench 5x3@ 75%,Hang Power Clean 6x3@ 70%,Back Squats 5x3@ 77%,Power Clean 6x3@ 70%,Deadlifts 5x3@ 77%,,Bench 5x3@ 77%,Power Snatch 6x3@ 70%
Enthusiast,Sumo Deadlifts 5x5@ 60%,Hang Muscle Snatch 5x3@ 95/65,Back Squats 5x5@ 60%,,Bench 5x5@ 60%,Hang Muscle Clean 5x3@ 115/75,Back Squats 5x3@ 65%,Hang Power Clean 6x3@ 135/85,Deadlifts 5x3@ 65%,,Bench 5x3@ 65%,Hang Muscle Snatch 6x3@ 115/75,Deadlifts 5x3@ 70%,Hang Power Snatch 6x3@ 115/75,Back Squats 5x3@ 70%,,Bench 5x3@ 70%,Hang Power Clean 6x3@ 145/90,Back Squats 5x3@ 73%,Power Clean 6x3@ 145/90,Deadlifts 5x3@ 73%,,Bench 5x3@ 73%,Power Snatch 6x3@ 115/75
Foundation,Sumo Deadlifts 5x5@ 135/85,Overhead Squat 5x5@ pvc,Box Squats 5x5@ 115/75,,Bench 5x5@ 95/65,Zombie Squat 5x5@ 45/35,Box Squats 5x3@ 125/80,Zombie Squats 6x3@ 45/35,RDL's 5x3@ 145/90,,Bench 5x3@ 105/70,Overhead Squats 6x3@ 45/35,RDL's 5x3@ 155/95,Overhead Squats 6x3@ 45/35,Box Squats 5x3@ 135/85,,Bench 5x3@ 115/75,Zombie Squats 6x3@ 45/35,Box Squats 5x3@ 145/90,Zombie Squats 6x3@ 45/35,RDL's 5x3@ 165/100,,Bench 5x3@ 125/85,Overhead Squats 6x3@ 45/35
At-Home,Cossack Squats 5x12@ bw,Overhead Squat 5x5@ pvc,Tempo Squats 5x3@ 10' up/ 10' down,,Tempo Push Ups 5x3@ 10' up/10' down,Tempo Squats 5x3@ 10' up /10' down,Tempo Squats 5x3@ 7' down/7'up,Squat Jumps 5x10@ bw,Single Leg RDL's 5x12ea,,Push Ups 5x3@ 7'down/7' up,Overhead Squats 5x3@ 7'down/7'up,Hip Airplanes 5x10ea@ bw,"Overhead Squats 6x3@ 7""down/7""up","Tempo Squats 5x3@ 8""down/8""up",,"Tempo Push Ups 5x3@ 8""down/8""up",Squat Jumps 6x10@ bw,"Tempo Squats 5x3@ 10""down/10""up",Broad Jumps 6x10@ bw,Hip Airplanes 5x10ea@ bw,,"Tempo Push Ups 5x3@ 10""down/10""up",Squat Jumps 6x10@ bw
,A - Lt | L- Med,A- Hvy | L- Lt,A- lt | L- hvy  | HIIT,,A- Med (55) | L- Lt (Dubs),A- Lt | L- Med,A- Hvy | L-Lt,A- Lt | L-Med,A-Lt | L- Hvy,,A- Lt | L-Hvy,A- Med | L- Lt,A- Med | L-Med,A- Med | L-Lt,A-Lt | L-Hvy,,A- Hvy | L- Lt,A- Med | L- Lt,A- Lt | L- Hvy,A-Hvy | L-Lt,A- Med | L-Med,,A- Hvy | L- Med,A-Lt | L-Hvy
WoD,,,,Low Back Pain Relief #1 - YouTube,,,,,,Fix your hips from the ground up - YouTube,,Jedi Training Circuit,Ivan,,OPT Repeatability Test,3 Step Total Body Reset (exercises) - YouTube,,,,,,https://youtu.be/eFQPNVbmf34,,Angie
Athlete,5rds; for time,15min AMRAP,12min AMRAP,,4rds | for time,EMOM for 12min,EMOM for 12min,15min AMRAP,5rds; 1min ea | for max reps,,2rds; for time,4rds; for time,for time; 50-40-30-20,15min AMRAP,3rds; ea rd for time,,for time,EMOM for 12min,5rds; for time,15min AMRAP,2000m Row*,,for time,for time
