WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
Day,11.30.20,12.1.20,12.2.20,12.3.20,12.4.20,12.5.20,12.7.20,12.8.20,12.9.20,12.10.20,12.11.20,12.12.20,12.14.20,12.15.20,12.16.20,12.17.20,12.18.20,12.19.20,12.21.20,12.22.20,12.23.20,12.24.20,12.25.20,12.26.20
Primer,,,,,,,,,,,,,,,,,,,,,,,,
Strength,ref 12.7.16,ref 11.22.16,,,,ref 10.31.20,,ref 9.8.20,,,ref 11.26.16,,ref 9.9.20,ref 6.23.20,,,,ref 9.7.20 (similar),ref 8.5.20,ref 9.11.20,,,,ref 12.18.19
Athlete,Back Squats 4x7@ 70%,3 Position Clean 6x4@ 65%,Deadlifts 4x7@ 70%,,3 Position Snatch 6x4@ 65%,,Deadlifts 4x7@ 73%,3 Position Snatch 6x3@ 70%,Back Squats 4x7@ 73%,,3 Position Clean 6x3@ 70%,,Back Squats 4x6@ 75%,3 Positon Clean 6x3@ 75%,Deadlifts 4x6@ 75%,,3 Position Snatch 6x3@ 75%,,Deadlifts 4x6@ 80%,(Floor) | P Sn + OHS 6x3@ 80%,Back Squats 4x6@ 80%,,,
Enthusiast,Back Squats 4x7@ 70%,2 Position Clean 6x4@ 125/85,Deadlifts 4x7@ 70%,,2 Position Snatch 6x4@ 105/75,,Deadlifts 4x7@ 73%,2 Positon Snatch 6x3@ 115/80,Back Squats 4x7@ 73%,,2 Position Clean 6x3@ 130/90,,Back Squats 4x6@ 75%,2 Position Clean 6x3@ 135/95,Deadlifts 4x6@ 75%,,2 Position Snatch 6x3@ 125/85,,Deadlifts 4x6@ 80%,(PP) | P Sn + OHS 6x3@ 130/90,Back Squats 4x6@ 80%,,,
Foundation,Box Squats 4x7@ 135/95,(PP) | Hang Clean 6x4@ 95/65,RDL's 4x7@ 175/115,,(PP) | Hang Snatch 6x4@ 95/65,,RDL's 4x7@ 185/125,(PP) | Hang Snatch 6x3@ 100/70,Box Squats 4x7@ 145/105,,(PP) | Hang Clean 6x3@ 100/70,,Box Squats 4x6@ 155/115,(PP) | Hang Clean 6x3@ 105/75,RDL's 4x6@ 195/135,,(PP) | Hang Snatch 6x3@ 105/75,,RDL's 4x6@ 205/145,Overhead Squat 6x3@ AHAP,Box Squats 4x6@ 165/125,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,,,,,,,,,,,,,,,Friday Funday on Saturday,,,,12 Days of Christmas,NO CLASS,Ivan
Athlete,3 rounds; for time,EMOM for 10min,6rds; for time,Eliminating Upper Body Joint Pain,7rds; for time,5 rounds; for time,2 rounds; for time,7rds; for time,10min AMRAP,Lower Body Fix(es),5min AMRAP,4rds; for time,10 rounds; for time,2 rounds; for max reps,15min AMRAP,Ankle and Wrists (if we get time),EMOM for 12min,4 rounds; for time,5 rounds; for max reps ,EMOM for 12min,6rds; for time,1 100m Run,,50 Dubs before ea round
,15 Goblet Squats (50/35),10/5 Push Ups,"10 Step Ups (24"")(25/15)",Stretch- Traps | Lats | Chest,5 Squat Sit BNP (55/45),5 Deadlifts (275/185),50 Lunges (50's/35's),(40/25),10 RDL's (115/75),Stretch- Elevated Pigeon | Superhero Ham | Narrow Squat Sit | Quad Smash | Frog | Glute Sm,Dubs,200m Row,10 Goblet Squats (70/55),Min 0-3: Floor Press (155/95),10 1-Leg RDL (115/75),Ankle Mobility Drill,5 Overhead Squats (95/65),20 Dips (no assist),Jumping Lunges (40/25) ,Min 1: Shoulder press (40's/25's)*,5 Dragon flags,2 Thrusters (115/75),,50-40-30-20
,20 Straddle Ups,5/3 Pull Ups (strict/band),:30 Side Planks,Act- Scaps | Mid and Lower Trap,100yd Farmers Carry (50's/35's),10 Burpees,40 Bicycles,12ea One Arm Bent Over Rows,7 Thrusters (115/75),Act- Quad Knee Circles | Tree Pose | ,then...,30 Kb Swings (70/55),10ea Side Plank Raises,Min 3-6: Toes to Bar,:30 Dead hang,Stretch- Calves | Shins | Narrow Squats | Sit on heels | Foot | Forearms | Wrists,10 1-arm Shoulder Press (50/35),20 Squats,Lunges (40/25),Min 2: Chest to Bar Pull ups,10 Db G2O (70/55),3 Front Squats (115/75),,Lunges
,20 1-Leg RDL's (50/35),10 Tuck Ups,40yd Banded Side Steps (below knee),Int- ,:30 Supermans,,30 Squats (50's/35's),12 Db Ground 2 Overhead,5 Evil Wheel,Int- Squat Sit,12min AMRAP,20 Straight Leg Raises (10/5),10 Ham Walkouts,Min 6-9: Dips,:40 Side Plank (25/15),Act- Squat Sits | Grab ground w/ foot | Grab ground w/ hands | ,,20 Fingertip Push Ups,Squats (40/25),,80yd Suitcase Carry (70/55),4 Power Cleans (115/75),,Push Ups
,30 Bent Over Rows (50/35),,:30 Side Planks,,,,20 Toes to Bar,12ea Bicep Curls,,,7 Push Press (135/95),15 Strict Chin Ups,,,,Int- Squats/Pseudo Planche,,20 Leg Raises,,*Sh Pr Against Squat Rack,,5 Pull Up,,Sit Ups
,,,,,,,10 Glute Bridge Walkouts,12ea Overhead Tricep Extensions,,,10 Ring Dips,10ea Lateral Crossovers (65/55),,,,,,20 Hip Thrusters (50/35),,,,6 Wall Ball (30/20),,
,,,,,,,,,,,10 Front Rack Lunges (135/95),,,,,,,20 Jumping Lunges,,,,7 OH Sit Up (50/35),,(e.g. 50 dubs | 50 lunges | push | sit; 50 dubs | 40 lunges | push | sit | etc.)
,,,,,,,,,,,,,,,,,,20 Burpees,,,,8 Db Snatch (50/35),,*Put a towel under your low back*
,,,,,,,,,,,,,,,,,,,,,,9 Burpee,,
,,,,,,,,,,,,,,,,,,,,,,10 Db OH Lunge (50/35),,
,,,,,,,,,,,,,,,,,,,,,,11 TTB,,
,,,,,,,,,,,,,,,,,,,,,,12 Row (cal),,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,3 rounds; for time,EMOM for 10min,6rds; for time,Eliminating Upper Body Joint Pain,7rds; for time,5 rounds; for time,2 rounds; for time,7rds; for time,10min AMRAP,Lower Body Fix(es),5min AMRAP,4rds; for time,10 rounds; for time,2 rounds; for max reps,15min AMRAP,Ankle and Wrists (if we get time),EMOM for 12min,4 rounds; for time,5 rounds; for max reps ,EMOM for 12min,6rds; for time,1 100m Run,,50 Dubs before ea round
