WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,1.3.22,1.4.22,1.5.22,1.6.22,1.7.22,1.8.22,1.10.22,1.11.22,1.12.22,1.13.22,1.14.22,1.15.22,1.17.22,1.18.22,1.19.22,1.20.22,1.21.22,1.22.22,1.24.22,1.25.22,1.26.22,1.27.22,1.28.22,1.29.22
Primer,,,,,,,,,,,,,,,,,,,400m Row Sprint,5min Max Dubs/Singles,Deadhang/Pull Up Max,,Push Up Max; 2min,
Strength,ref 11.3.21,ref 1.4.16,ref 1.6.16,,ref 1.8.16,ref 1.9.16,ref 1.11.16,ref 1.13.16,ref 1.12.16,,ref 1.15.16,ref 1.16.16,ref 1.20.16,ref 1.19.16,ref 1.18.16,,~ref 1.23.16,ref 1.22.16,ref 11.5.21,,ref 11.5.21/ 1.26.16,,,ref 1.27.16
Athlete,Split Squats 4x7ea@ 40% (BSq),Sott's Press 6x5@ 75/45,Single Leg RDL 4x8ea@ 30% (DL),,Sq Sit BNP 6x5@ 75/45,,Back Squats 3x15@ 40%,(Floor) Sn Pull 2x3@ 55% | Power Sn 6x3@ 55%,Deadlifts 3x15@ 50%,,(Floor) | Cl Pull 2x3@ 55% | Power Clean 6x3@ 55%,OHS 3x8@ 115/75,Deadlift 4x10@ 65%,Cl Pull (Floor) 2x3@ 60% | Power Clean (Floor) 6x3@ 60%,Back Squat 4x10@ 65%,,Sn Pull (Floor) 2x3@ 60% | Power Sn (Floor) 6x3@ 60%,Bench Press 4x10@ 65%,Back Squats 4x8@ 65 | 70 | 75 | 75%,(Floor) | Sn Pull 2x3@ 65% | Power Sn 6x3@ 65%,Deadlift 4x8@ 65 | 70 | 75 | 75%,,(Floor) | Cl Pull 2x3@ 65% | Power Clean 6x3@ 65%,Bench Press 4x8@ 70%
Enthusiast,Split Squats 4x7ea@ 40% (BSq),Sott's Press 6x5@ 45/35,Single Leg RDL 4x8ea@ 30% (DL),,Sq Sit BNP 6x5@ 45/35,16 Turkish Get Ups,Back Squats 3x15@ 40%,(PP) Snatch Hi Pull 2x3@ 95/65 | Power Sn 6x3@ 95/65,Deadlifts 3x15@ 50%,,(PP) Clean Hi Pull 2x3@ 115/75 | Power Clean 6x3@ 115/75,OHS 3x8@ 95/65,Deadlift 4x10@ 65%,Clean Hi Pull (PP) 2x3@ 135/85 | Power Clean 6x3 (PP)@ 135/85,Back Squat 4x10@ 65%,,Snatch Hi Pull (PP) 2x3@ 115/75 | Power Sn (PP) 6x3@ 115/75,Bench Press 4x10@ 65%,Back Squats 4x8@ 65 | 70 | 75 | 75%,(PP) | Snatch Hi Pull 2x3@ 115/75 | Power Sn 6x3@ 115/75,Deadlift 4x8@ 65 | 70 | 75 | 75%,,(PP) | Clean Hi Pull 2x3@ 155/95 | Power Clean 6x3@ 155/95,Bench Press 4x8@ 70%
Foundation,Split Squats 4x7ea@ (45/35),Db Sott's Press 6x5@ 25/15,Single Leg RDL 4x8ea@ 45/35,,Sq Sit BNP 6x5@ pvc,,Box Squats 3x15@ 45/35,Sn Pull 8x3@ 75/45,RDL's 3x15@ 75/45,,Clean Pull 8x3@ 95/65,OHS 3x8@ pvc,RDL 4x10@ 95/65,Clean Pull 8x3@ 95/65,Box Squat 4x10@ 75/45,,Sn Pull 8x3@ 75/45,Bench Press 4x10@ 75/45,Box Squats 4x8@ 85/55,Sn Pull 8x3@ 75/45,RDL's 4x8@ 115/75,,Clean Pull 8x3@ 95/65,Bench Press 4x8@ 85/55
At-Home,,,,,,,Squats 3x15@ AHeavyAP,Snatch Grip Deadlift 8x5@ pvc,Good Mornings 5x15@ pvc,,Sott's Press 8x5@ pvc,OHS 3x8@ pvc,Single Leg RDL 4x10ea @ bw,Squat Hops 8x8@ bw,Squats 4x12@ bw,,OHS 8x5@ pvc,Dip Support 4x :30sec,Squats 4x15@ bw,Handstand Hold 8x :30,Single Leg RDL 4x12ea@ bw,,Squat Hops 8x10@ bw,Push Ups 4x15@ bw
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,Baseline,,,And Mobility Video from YT,,,,,,30min Walk and Mobility Video from YT,,Lynne,,,,45min Walk and Mobility Video from YT,,The Mooch,,,,45min Walk and Mobility Vid from YT,,
Athlete,2rds; for best time,5rds; for max reps,EMOM for 15min,,6rds; for time,for time,15min AMRAP,5rds; for time,21-15-9-6-3; for time,,4rds; for max reps,5rds; max reps,15min AMRAP,5rds; for max reps,10min AMRAP; (60% Clean Max),,8rds; for time,9min AMRAP,9rds; for time,20min AMRAP; teams (2-3ppl) ,15min AMRAP,,EMOM for 12min; max ab reps,for time
