WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,1.28.19,1.29.19,1.30.19,1.31.19,2.1.19,2.2.19,2.4.19,2.5.19,2.6.19,2.7.19,2.8.19,2.9.19,2.11.18,2.12.18,2.13.18,2.14.18,2.15.18,2.16.18,2.18.18,2.19.19,2.20.10,2.21.19,2.22.19,2.23.19
Primer,400m Row | Foam Roll | Movement Prep 1,Movement Prep 3 | 400m Row | | Foam Roll,400m Row | Stretch | Movement Prep 4,400m Row | Foam Roll,Movement Prep 3 | 400m Row | | Foam Roll,Movement Prep 2 | 400m Row | Foam Roll,400m Row | Foam Roll | Movement Prep 1,400m Row | Foam Roll | Movement Prep 2,Movement Prep 4 | 400m Row | | Foam Roll,Foam Roll | 400m Row,Movement Prep 3 | 400m Row | | Foam Roll,Movment Prep 2 | 400m Row | | Foam Roll,Movement Prep 1 | Foam Roll | 400m Row,Movement Prep 3 | Foam Roll | 400m Row,Movment Prep 4 | 400m Row | Foam Roll,Foam Roll,Movement Prep 3 | 400m Row | Foam Roll,Movement Prep 1 | 400m Row | Foam Roll,5x20yd Sled Push,,40yd Burpee Broad Jump,,,
Strength,,ref 1.29.16,,,,,ref 2.1.16,ref 2.2.16,ref 2.3.16,,ref 2.5.16,ref 2.6.16,ref 2.8.16,ref 2.9.16,ref 2.10.16,,ref 2.11.16,,ref 2.15.16,ref 2.16.16,ref 2.17.16,,,
Athlete,Deadlifts 3x10@ 75%,Power Cleans 4x6@ 60%,Back Squats 3x10@ 75%,Durante Core | 5rds; for time,Power Snatch 4x6@ 60%,,Back Squats 3x12@ 65%,Hang Snatch 5x5@ 60%,Deadlifts 3x12@65%,Abs: | 4rounds | 10ea Side Plank Raises,Hang Clean 5x5@ 60%,Kb Floor Press 4x10@ 70's/55's,Deadlifts 3x14@ 60%,DL+Hang Clean (w/ sq) 4x4@ 55%,Back Squats 3x14@ 60%,Abs: | 4rds | 30 Bicycles,SG DL+Hang Snatch (w/ sq) | 4x4@62%,,Back Squats 3x15@ 55%,Snatch Pull Under 5x5@ 50%,Deadlift 3x15@ 55%,Abs: | 3rds; :30sec ea | Dead Bugs | Marches (w/ band) | Planks,Clean Pull Under 5x5@ 50%,
Enthusiast,Deadlifts 3x10@ 65%,Power Clean (no sq) 4x6@ 95/65,Back squats 3x10@ 65%,10 Hollow Body rocks | 10 V-Ups | 10 Tuck Ups | :10 Hollow Hold,Power Snatch (no sq) 4x6@ 75/45,,Back Squats 3x12@ 55%,Hang Snatch 5x5@ 95/65,Deadlifts 3x12@ 55%,10ea Side crunches | 20 Russian Twists (25/15),Hang Clean 5x5@ 95/65,DB Floor prss 4x10@ 55's/35's,Deadlifts 3x14@ 50%,DL+ Hang Clean (no sq) 4x4@95/65,Back Squats 3x14@ 50%,20 Opp Hand to Foot | 10 V-Ups | 1min Glute Bridge,SG DL+Hang Snatch (no sq) | 4x4@ 95/65,,Back Squats 3x15@ 45%,Muscle Snatch+OHS 5x5@ 75/45,Deadlift 3x15@ 45%,,Muscle Clean+Fr. Sq 5x5@ 95/65,
Foundation,Deadlifts 3x10@ 115/75,Muscle Clean 4x6@ 75/45,Back Squats 3x10@ 95/75,1min rest,Muscle Snatch 4x6@ 65/35,,Back Squats 3x12@ 85/65,Hang Muscle Snatch 5x8@ 45/35,Deadlifts 3x12@ 95/65,,Hang Muscle Clean 5x8@ 45/35,Db Floor Press 4x10@ 40's/25's,Deadlifts 3x14@95/65,RDL 4x8@ 115/75,Back Squats 3x14@ 85/55,(Leg Day Recovery) | Calf Smash | Calf Stretch,SG DL 4x8@ 95/65,,Back Squats 3x15@ 75/45,Muscle Snatch 5x7@ 75/45,Deadlift 3x15@ 75/45,,Muscle Clean 5x7@ 75/45,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,,,,,,Walkabout Karen,,Cub Complex,,Fight Gone Worse,,,,CF OPEN 15.5,,,,,,CrossFit Open 19.1,Baseline
Athlete,6x3min AMRAPs,5rds; for time,Team WoD:,(Low Back Reset),For time:,Partner WoD:,15min AMRAP,Team 20min AMRAP,for time,(Hip Reset),9min AMRAP (115/75),for time,3rds; 1min @ ea ex | 1min rest b/n rds,8rds; for time,4x 3min AMRAPs,(Shoulder Reset),for time,Partner WoD:,12min AMRAP,6rds; for time,15min AMRAP,(Mobility Stir Fry),19min AMRAP,500m Row
,Rounds 1-3,15 Bench Press (165/115),AMRAP in 15min,Side Hip Smash,50 Dubs,for time | YGIG,2-4-6-8-10.....,10ea (wide | med | narrow) Bench Press (115/75),150 Wall Balls (20/14)*,Side Hip Smash,Power Clean,21-15-9,Db Thrusters (40's/25's),15 Kb Swings (70/55),3 Push Press (165/115),Overhead Squat Screen,Row (for cal)/Thrusters,for time; YGIG,3 Ground to Overhead (165/115),6 Chest to Bar Pull Ups,40yd Rapid High Knees (12 touches),Overhead Squat Screen,19 Wall Balls (20/14),40 Squats
,15 Kb Swings (70/55),Rest 1 min,Person 1: max Wall Balls (20/14),IT Band Smash,40 Goblet Squats (50/35),54-42-30-18,Db Thrusters (40's/25's),15 Bent Over Rows (135/85),*Every time you stop Wall Ballin' | complete a 100m Farmers Carry (70/55),Distracted Samson,Front Squat,Push Press (155/105),Db Power Cleans (40's/25's),10 Toes to Bar,5 Bar Over Burpees,Posterior Chain Floss,27/27,200m Run,12 DB Step Ups (40's/25's),10 Ring Dips,20 Lunges (40's/25's),Calf Stretch,19 Row (cal),30 Sit Ups
,10 Kipping Pull Ups,50 Dubs,Person 2: 20 Lunges (40's/25's),Foam Roll Hip Flex St,30 Ring Dips,Row (for cal),Kb Swings (70/55),,,Kneeling St Leg Samson,Push Press,Ring Dips,Lunges,5 Hand Release Push Ups,7 Pull Ups,Shoulder Distraction,21/21,80 Hand Release Push Ups,30 Dubs,20yd Bear Crawl,,Ankle Mobility,,20 Push Ups
,Rounds 4-6,Rest 1 min,Person 3: 20 Lunges (BW),Samson Stretch,20 Evil Wheels,Thrusters (115/75),Strict Pull Ups,,,Glute Smash (LAX),Overhead Squat,Row (cal),Shoulder Press (40's/25's),,,Lat Smash/Floss,15/15,400m Run,,,,Bar Smashes (Quad/Add),,10 Pull Ups
,100m Row,15 Front Squats (165/115),(Person 4: 15 Sh Press (40's/25's)),Superhero St/St Leg Ham,10 Chest to Bar Pull Ups,,,,,Figure 4 Stretch,Back Squat,,Row (for cal),,2min rest between ea rd,Pec Smash/Floss,9/9,60 KTE ,,,,One Leg Squat Mobility,,
,8 Burpees,Rest 1 min,,Keg Stretch,,,,,,Donkey Squats,Push Press,,,,,Trap Stretch,,600m Run,,,,Glute Smash,,
,,,,Cat/Cows,,,,,,Lat Act,,,,,,Across Body Stretch,Thruster weight (95/65),40 Chest to Bar Pull Ups,,,,Upper Back/Lat Roll,,
,,,,Supermans,,,,,,Recliners,,,,,,Scap Push Ups,,800m Run,,,,Keg Stretch,,
,,,,Glute Bridge (walkouts),,,,,,Half Kneeling Windmills,,,,,,Wall Sh Press,,20 HSPU,,,,,,
,,,,Wall Shoulder Press,,,,,,,,,,,,"IYT""s",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,6x3min AMRAPs,5rds; for time,Team WoD:,(Low Back Reset),For time:,Partner WoD:,15min AMRAP,Team 20min AMRAP,for time,(Hip Reset),9min AMRAP (95/65),for time,3rds; 1min @ ea ex | 1min rest b/n rds,8rds; for time,4x 3min AMRAPs,(Shoulder Reset),for time,Partner WoD:,12min AMRAP,6rds; for time,15min AMRAP,(Mobility Stir Fry),19min AMRAP,500m Row
,Rounds 1-3,15 Bench Press (135/85),AMRAP in 15min,Side Hip Smash,50 Dubs,for time | YGIG,2-4-6-8-10.....,10ea (wide | med | narrow) Bench Press (95/65),150 Wall Balls (20/14)*,Side Hip Smash,Power Clean,21-15-9,Db Thrusters (25's/15's),15 Kb Swings (55/35),3 Push Press (135/85),Overhead Squat Screen,Row (for cal)/Thrusters,for time; YGIG,3 Ground to Overhead (135/85),6 Pull Ups,40yd Rapid High Knees (8 touches),Overhead Squat Screen,19 Wall Balls (20/14),40 Squats
,15 Kb Swings (55/35),Rest 1 min,Person 1: max Wall Balls (20/14),IT Band Smash,40 Goblet Squats (40/25),54-42-30-18,Db Thrusters (40's/25's),15 Bent Over Rows (115/75),*Every time you stop Wall Ballin' | complete a 100m Farmers Carry (55/35),Distracted Samson,Front Squat,Push Press (135/85),Db Power Cleans (25's/15's),10 Toes to Bar,5 Bar Over Burpees,Posterior Chain Floss,27/27,200m Run,12 DB Step Ups (25's/15's),10 Push Ups,20 Lunges (40's/25's),Calf Stretch,19 Row (cal),30 Sit Ups
,10 Pull Ups,50 Dubs,Person 2: 20 Lunges (25's/15's),Foam Roll Hip Flex St,30 Push Ups,Row (for cal),Kb Swings (55/35),,,Kneeling St Leg Samson,Push Press,Hand Release Push Ups,Lunges,5 Hand Release Push Ups,7 Pull Ups,Shoulder Distraction,21/21,80 Hand Release Push Ups,30 Dubs,20yd Bear Crawl,,Ankle Mobility,,20 Push Ups
,Rounds 4-6,Rest 1 min,Person 3: 20 Lunges (BW),Samson Stretch,20 Evil Wheels,Thrusters (95/65),Pull Ups,,,Glute Smash (LAX),Overhead Squat,Row (cal),Shoulder Press (25's/15's),,,Lat Smash/Floss,15/15,400m Run,,,,Bar Smashes (Quad/Add),,10 Pull Ups
,100m Row,15 Front Squats (135/85),(Person 4: 15 Sh Press (25's/15's)),Superhero St/St Leg Ham,10 Pull Ups,,,,,Figure 4 Stretch,Back Squat,,Row (for cal),,2min rest between ea rd,Pec Smash/Floss,9/9,60 KTE ,,,,One Leg Squat Mobility,,
,8 Burpees,Rest 1 min,,Keg Stretch,,,,,,Donkey Squats,Push Press,,,,,Trap Stretch,,600m Run,,,,Glute Smash,,
,,,,Cat/Cows,,,,,,Lat Act,,,,,,Across Body Stretch,Thruster weight (95/65),40 Chest to Bar Pull Ups,,,,Upper Back/Lat Roll,,
,,,,Supermans,,,,,,Recliners,,,,,,Scap Push Ups,,800m Run,,,,Keg Stretch,,
,,,,Glute Bridge (walkouts),,,,,,Half Kneeling Windmills,,,,,,Wall Sh Press,,20 HSPU,,,,,,
,,,,Wall Shoulder Press,,,,,,,,,,,,"IYT""s",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,6x3min AMRAPs,5rds; for time,Team WoD:,(Low Back Reset),For time:,Partner WoD:,15min AMRAP,Team 20min AMRAP,for time,(Hip Reset),9min AMRAP (75/45),for time,3rds; 1min @ ea ex | 1min rest b/n rds,8rds; for time,4x 3min AMRAPs,(Shoulder Reset),for time,Partner WoD:,12min AMRAP,6rds; for time,15min AMRAP,(Mobility Stir Fry),19min AMRAP,500m Row
,Rounds 1-3,15 Bench Press (75/45),AMRAP in 15min,Side Hip Smash,100 Singles,for time | YGIG,2-4-6-8-10.....,10ea (wide | med | narrow) Bench Press (75/45),150 Wall Ball Thrusters (20/14)*,Side Hip Smash,Power Clean,21-15-9,Db Thrusters (15's/10's),15 RDL (40/25),3 Db Push Press (25's/15's),Overhead Squat Screen,Row (for cal)/Thrusters,for time; YGIG,3 Ground to Overhead (95/65),6 Ring Rows,40yd Marches (8 touches),Overhead Squat Screen,19 Wall Balls (20/14),40 Squats to box
,15 RDL (40/25),Rest 1 min,Person 1: max Wall Balls Thrusters (20/14),IT Band Smash,40 Squats (bw),54-42-30-18,Db Thrusters (25's/15's),15 1-Arm Db Bent Over Rows (25/15),*Every time you stop Wall Ballin' | complete a 100m Farmers Carry (40's/25's),Distracted Samson,Front Squat,Push Press (85/55),Db Power Cleans (15's/10's),10 Hanging Knee Raises,5 Bar Step Over Burpees,Posterior Chain Floss,27/27,200m Run,12 Step Ups,10 Knee Push Ups,20 Lunges (bw),Calf Stretch,19 Row (cal),30 Crunches
,10 Ring Row,100 Singles,Person 2: 20 Lunges (bw),Foam Roll Hip Flex St,30 Knee Push Ups,Row (for cal),RDL (40/25),,,Kneeling St Leg Samson,Push Press,Hand Release Knee Push Ups,Lunges,5 Incline Hand Release Push Ups,7 Ring Rows,Shoulder Distraction,21/21,80 Hand Release Knee Push Ups,90 Singles,20yd Bear Crawl,,Ankle Mobility,,20 Knee Push Ups
,Rounds 4-6,Rest 1 min,Person 3: 20 Squats (bw),Samson Stretch,20 Plank Walkouts,Thrusters (75/45),Ring Rows,,,Glute Smash (LAX),Overhead Squat,Row (cal),Shoulder Press (15's/10's),,,Lat Smash/Floss,15/15,400m Run,,,,Bar Smashes (Quad/Add),,10 Ring Rows
,100m Row,15 Goblet Squats (40/25),(Person 4: 15 Sh Press (15's/10's)),Superhero St/St Leg Ham,10 Ring Rows,,,,,Figure 4 Stretch,Back Squat,,Row (for cal),,2min rest between ea rd,Pec Smash/Floss,9/9,60 HKR,,,,One Leg Squat Mobility,,
,8 Burpees (no push up),Rest 1 min,,Keg Stretch,,,,,,Donkey Squats,Push Press,,,,,Trap Stretch,,600m Run,,,,Glute Smash,,
,,,,Cat/Cows,,,,,,Lat Act,,,,,,Across Body Stretch,Db Thruster weight (25's/15's),40 Banded Pull Ups,,,,Upper Back/Lat Roll,,
,,,,Supermans,,,,,,Recliners,,,,,,Scap Push Ups,,800m Run,,,,Keg Stretch,,
,,,,Glute Bridge (walkouts),,,,,,Half Kneeling Windmills,,,,,,Wall Sh Press,,20 Down Dog HSPU,,,,,,
,,,,Wall Shoulder Press,,,,,,,,,,,,"IYT""s",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,30 GHD,30 Hand Release Push Ups,1min Arm Circles (s/m/l),80yd Side Step,30 Bi's/Tri's,3x Sled Push,30 GHD's,:30ea arm circles (sm | m | l),80yd Side Step,20ea Side Windmills,30 Bi's and Tri's,,60 IYT's,80yd Side step,20 Banded Shoulder Press,5 Eccentric Push Ups,20 Bi's and Tri's,3x Sled Push (90/45),30 GHD (15/10),1min Dip Support,1min Couch Mobility (ea leg),Overhead Squat Screen,30 Bi's and Tri's,Prowler Challenge #1
