WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
Day,10.10.22,10.11.22,10.12.22,10.13.22,10.14.22,10.15.22,10.17.22,10.18.22,10.19.22,10.20.22,10.21.22,10.22.22,10.24.22,10.25.22,10.26.22,10.27.22,10.28.22,10.29.22,10.31.22,11.1.22,11.2.22,11.3.22,11.4.22,11.5.22
Primer,15 Box Depth Jumps,10 Pressing Snatch Balance,15ea Hip Airplanes,,15 Squat Jumps,15 Plyo Push Ups,2x :10sec Iso Deadlift,120yd Big Skips,Banded qthing |10 Plate Squats,,30 Pullovers,10 Drop Snatch,"10 Tempo Squats (5""-1""-1"")",10 Pressing Snatch Balance,15ea Hip Airplanes,,20 Med Ball Chest Pass,10 Drop Clean,,,,,,
Strength,,,,,,,,,,,,ref 7.27.22ish,,ref 8.1.22-ish,,,Final Friday,,,,,,,
Athlete,Back Squats 5x5@ 75%,Sn Pull + Hang Sn 6x3@ 75%,Deadlifts 5x5@ 75%,,Cl Pull + Hang Cl 6x3@ 75%,Bench 5x5@ 75%,Deadlifts 5x4@ 80%,P Cl+Fr Sq 6x4@ 65%,Back Squats 5x4@ 80%,,Bench 5x4@ 80%,P Sn+OHS 6x4@ 65%,Back Squats 5x5@ 70%,Snatch 6x2@ 80%,Deadlifts 5x5@ 70%,,Bench 5x5@ 70%,Clean 6x2@ 80%,Deadlifts 5x2@ 90%,P Cl+Fr Sq 6x3@ 70%,Back Squats 5x2@ 90%,,P Sn+OHS 6x3@ 70%,Bench 5x2@ 90%
Enthusiast,Back Squats 5x5@ 75%,Sn Pull + Hang Sn 6x3@ 115/75,Deadlifts 5x5@ 75%,,Cl Pull + Hang Cl 6x3@ 185/125,Bench 5x5@ 75%,Deadlifts 5x4@ 80%,P Cl+Fr Sq 6x4@ 135/85,Back Squats 5x4@ 80%,,Bench 5x4@ 80%,P Sn+OHS 6x4@ 95/65,Back Squats 5x5@ 70%,Power Snatch 6x2@ 135/85,Deadlifts 5x5@ 70%,,Bench 5x5@ 70%,Power Clean 6x2@ 205/135,Deadlifts 5x2@ 90%,P Cl+Fr Sq 6x3@ 145/90,Back Squats 5x2@ 90%,,P Sn+OHS 6x3@ 105/75,Bench 5x2@ 90%
Foundation,Box Squats 5x5@ 135/85,Sn Pull + Hang M Sn 6x3@ 75/45,RDL's 5x5@ 135/85,,Cl Pull + Hang M Cl 6x3@ 95/65,Bench 5x5@ 75/45,RDl's 5x4@ 155/95,M Cl+Fr Sq 6x4@ 65/35,Box Squats 5x4@ 145/90,,Bench 5x4@ 85/55,M Sn+OHS 6x4@ 45/35,Box Squats 5x5@ 125/75,Muscle Snatch 6x2@ 85/45,RDL's 5x5@ 125/75,,Bench 5x5@ 65/40,Muscle Clean 6x2@ 115/75,RDL's 5x2@ 165/105,M Cl+Fr Sq 6x3@ 75/45,Box Squats 5x2@ 155/95,,M Sn+OHS 6x3@ 45/35,Bench 5x2@ 95/65
At-Home,Single Leg Squats 5x5ea@ bw,Overhead Squat 6x10@ pvc,Single Leg RDL 5x5ea@ bw,,Sott's Press 6x7@ pvc,Push Ups 5x10@ bw,Single Leg RDL 5x10ea,Squat Hops 6x10,Single Leg Squats 5x10ea@ bw,,Push Ups 5x15@ bw,OHS 6x10@ pvc,Single Leg Squats 5x7@ bw,Squat Sit BNP 6x7@ pvc,Hip Airplanes 5x7ea@ bw,,Push Ups 5x10@ bw,Sott's Press 6x7@ pvc,Single Leg RDL's 5x12ea@ bw,Squat Hops 6x15,Single Leg Squats 5x12ea@ bw,,OHS 6x12@ pvc,Push Ups 5x15@ bw
,A- Hvy | L-Med,A-Lt | L-Lt,A- Med | L-Hvy,,A-Med | L-Med,A-Hvy | L-Lt,A-Lt | L- Hvy,A- Med | L- Lt,A- Hvy | L- Med,,A- Med | L- Lt,A- Lt | L- Hvy,A- Med | L- Med,A- Hvy | L-Lt,A-Lt | L- Hvy,,A- Hvy | L- Med,A-Med | L- Light,A- Med | L- Hvy,A- Lt | L- Lt,A- Hvy | L- Med,,A- Med | L- Lt,A- Med | L- Hvy
WoD,,,,https://youtu.be/0BmTLZqgDXI,,,,,,https://youtu.be/eFQPNVbmf34,,,,,,https://youtu.be/MWZADPxW3E4,,,,,Garage Fight,https://youtu.be/8PMplNibha0,,Cookie Shredder
Athlete,15min AMRAP,5rds; for time,5rds; for time | 15min cap,,3rds | for time,6rds; for max dist,for time,4rds; for time,15min AMRAP,,4rds; for time,EMOM for 12min,4rds; for time,15min AMRAP,15min AMRAP,,3rds; for time,4rds; for time,for time,3rds; for time,3rds; for max reps | FGB style,,5rds; for time,3rds | for time (9min cap)
,5 Thruster (135/85),50 Dubs,10 Devils Press (50's/35's),,20 Lunges (55/35) ,30sec All Out Row Sprint,"10 Step Ups (24"")(50's/35's)",12 Pull Ups,8 Muscle Clean (115/75),,10 Renegades (40's/25's),4 Thrusters (135/85),10 RDL's (155/95),5 Wall Facing HSPU,100m Row,,5 Thrusters (50's/35's),20 Ring Dips,3rds; 20 Db Lunges | 15 WB | 10 DB Burpee DL,15 Kb Swings (70/55),Single Db Thrusters,,8 Pull Ups,300m Row
,10 Chest to Bar,40yd Suitcase Carry (55/35),20 Wall Balls (30/20)(10'/9'),,10 Chin Ups ,4min rest,10 Push Ups,10 GHD's,10 Shoulder Press (115/75),,80yd Farmers Carry (40's/25's),2 Chest to Bar Pull Ups,12 Push Ups,7 Wide Pull Ups (10/5),16 Lunges (135/85),,5 Chin Up (50/35),20 Squats,250m Row,80yd Waiters Carry (70/55),Single Db Hang Snatches,,10 Ring Dips,3 Deadlift (375/260)
,15 Db Rev Curl (15's/10's),1min Plank,,,1min HKR,,"20 Step Ups (24"")(40's/25's)",8 Plank Walkouts,12 Lat Raises (15's/10's),,40 Dubs,,14 V-Ups,,10 Floor Press (135/85),,10 Thrusters (40's/25's),20 Push Ups,2rds; 20 Db Lunges | 15 WB | 10 Db Burpee DL,15 KTE,Jumping Lunges,,12 SLR (20/14),30 Dubs
,15 Db Tri Ext (15's/10's),,,,,,20 Push Ups,,,,,,,,,,10 Bicep Curls (40's/25's),20 Leg Raises,250m Row,,Single Db Hang C&J,,,3 Squat Cleans (155/105)
,,,,,,,"30 Step Ups (24"")(25's/15's)",,,,,,,,,,15 Thrusters (25's/15's),20 Glute Bridges,1rd; 20 Db Lunges | 15 WB | 10 Db Burpee DL,,Lateral Db Hops,,,
,,,,,,,30 Push Ups,,,,,,,,,,15 Tri Ext (25's/15's),20 Jumping Lunges,(40's/25's) | (30/20),,1min rest,,,
,,,,,,,"40 Step Ups (24"")(bw)",,,,,,,,,,,20 Burpees,,,(40/25),,,
,,,,,,,40 Push Ups,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,15min AMRAP,5rds; for time,5rds; for time | 15min cap,,3rds | for time,6rds; for max dist,for time,4rds; for time,15min AMRAP,,4rds; for time,EMOM for 12min,4rds; for time,15min AMRAP,15min AMRAP,,3rds; for time,4rds; for time,for time,3rds; for time,3rds; for max reps | FGB style,,5rds; for time,3rds | for time (9min cap)
,5 Thrusters (115/75),30 Dubs,10 Devils Press (40's/25's),,20 Lunges (40/25) ,30sec All Out Row Sprint,"10 Step Ups (20"")(40's/25's)",12 Box Pull Ups,8 Muscle Clean (95/65),,10 Renegades (25's/15's),4 Thrusters (115/75),10 RDL's (135/85),5 Shoulder Press (95/65),100m Row,,5 Thrusters (40's/25's),20 Dips (b/n box),3rds; 20 Db Lunges | 15 WB | 10 DB Burpee DL,15 Kb Swings (55/35),Single Db Thrusters,,8 Box Pull Ups,300m Row
,10 Pull Ups,40yd Suitcase Carry (40/25),20 Wall Balls (20/14)(10'/0'),,10 Box Chin Ups ,4min rest,10 Push Ups,10 Glute Bridge Walkouts,10 Shoulder Press (95/65),,80yd Farmers Carry (40's/25's),2 Pull Ups,12 Knee Push Ups,7 Wide Pull Ups,16 Lunges (95/65),,5 Chin Up,20 Squats,250m Row,80yd Waiters Carry (55/35),Single Db Hang Snatches,,10 Box Dips,3 Deadlift (275/185)
,15 Db Rev Curl (10's/5's),1min Plank,,,1min HKR,,"20 Step Ups (20"")(25's/15's)",8 Plank Walkouts,12 Lat Raises (10's/5's),,20 Dubs,,14 Tuck Ups,,10 Floor Press (95/65),,10 Thrusters (25's/15's),20 Knee Push Ups,2rds; 20 Db Lunges | 15 WB | 10 Db Burpee DL,15 HKR,Lunges,,12 SLR (10/5),15 Dubs
,15 Db Tri Ext (10's/5's),,,,,,20 Push Ups,,,,,,,,,,10 Bicep Curls (25's/15's),20 Leg Raises,250m Row,,Single Db Hang C&J,,,3 Squat Cleans (135/95)
,,,,,,,"30 Step Ups (20"")(15's/10's)",,,,,,,,,,15 Thrusters (15's/10's),20 Glute Bridges,1rd; 20 Db Lunges | 15 WB | 10 Db Burpee DL,,Lateral Db Hops,,,
,,,,,,,30 Push Ups,,,,,,,,,,15 Tri Ext (15's/10's),20 Lunges,(25's/15's) | (20/14),,1min rest,,,
,,,,,,,"40 Step Ups (20"")(bw)",,,,,,,,,,,20 Burpees,,,(25/15),,,
,,,,,,,40 Push Ups,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,15min AMRAP,5rds; for time,5rds; for time | 15min cap,,3rds | for time,6rds; for max dist,for time,4rds; for time,15min AMRAP,,4rds; for time,EMOM for 12min,4rds; for time,15min AMRAP,15min AMRAP,,3rds; for time,4rds; for time,for time,3rds; for time,3rds; for max reps | FGB style,,5rds; for time,3rds | for time (9min cap)
,5 Db Thrusters (40's/25's),50 Singles ,10 Devils Press (25's/15's)(no push up),,20 Lunges (25/15) ,30sec All Out Row Sprint,"10 Step Ups (20"")(25's/15's)",12 Ring Pull Ups,8 Muscle Clean (75/45),,10 Renegades (15's/10's),4 Db Thrusters (40's/25's),10 RDL's (95/65),5 Shoulder Press (75/45),100m Row,,5 Thrusters (25's/15's),:30 Dip Hold,3rds; 20 Db Lunges | 15 WB Thruster | 10 DB Burpee DL (no push),15 Kb Swings (40/25),Single Db Thrusters,,8 Ring Pull Ups,300m Row
,10 Ring Pull Ups,40yd Suitcase (25/15),20 Med Ball Thruster (20/14),,10 Ring Curls ,4min rest,10 Push Ups,10 Glute Bridge,10 Shoulder Press (75/45),,80yd Farmers Carry (25's/15's),2 Ring Pull Ups,12 Incline Push Ups,7 Wide Ring Pull Ups,16 Lunges (75/45),,5 Box Chin Up,20 Squat to box,250m Row,80yd Waiters Carry(40/25),Single Db Hang Snatches,,:30 Dip Holds,3 Deadlift (185/135)
,15 Db Rev Curl (5's/2.5's),1min Knee Plank,,,1min Tuck Ups,,"20 Step Ups (20"")(15's/10's)",8 Plank Walkouts,12 Lat Raises (5's/2.5's),,40 Singles,,14 Crunches,,10 Floor Press (75/45)  ,,10 Thrusters (40's/25's),20 Incline Push Ups,2rds; 20 Db Lunges | 15 WB Thruster | 10 Db Burpee DL (no push),15 Tuck Ups,Split Squats,,12 SLR,30 Singles
,15 Db Tri Ext (5's/2.5's),,,,,,20 Push Ups,,,,,,,,,,10 Bicep Curls (40's/25's),20 Leg Raises,250m Row,,Single Db Hang C&J,,,3 M. Cl. + Fr Sq (95/65)
,,,,,,,"30 Step Ups (20"")(10's/5's)",,,,,,,,,,15 Thrusters (25's/15's),20 Glute Bridges,1rd; 20 Db Lunges | 15 WB Thruster | 10 Db Burpee DL (no push),,Lateral Db Step Overs,,,
