WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
,,,,,,,30 Push Ups,,,,,,,,,,15 Tri Ext (25's/15's),20 Split Squats,(15's/10's) | (20/14),,1min rest,,,
,,,,,,,"40 Step Ups (20"")(bw)",,,,,,,,,,,20 Burpee (no push up),,,(15/10),,,
,,,,,,,40 Push Ups,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,15min AMRAP,5rds; for time,5rds; for time | 15min cap,,3rds | for time,6rds; for max dist,for time,4rds; for time,15min AMRAP,,4rds; for time,EMOM for 12min,4rds; for time,15min AMRAP,15min AMRAP,,3rds; for time,4rds; for time,for time,3rds; for time,3rds; for max reps | FGB style,,5rds; for time,3rds | for time (9min cap)
,5 Burpees,50 Jumping Jacks,10 Burpee Broad Jump,,20 Lunges (backpack) ,30sec All Out Sprint (burpee or run),"10 Step Ups (20"")(same weight all rounds)",12 Pull Ups,8 Jumping Lunges,,14 Push Up to Sh Tap,5 Burpees,10 RDL's (backpack),5 Down Dog HSPU,100m Run/Sprint,,5 Burpees,20 Dips (b/n box or chairs),3rds; 20 Db Lunges | 15 WB | 10 DB Burpee DL,15 Kb Swings (backpack),Single Db Thrusters,,8 Box Pull Ups,300m Row/Run
,10 Pull Ups,40yd Suitcase Carry (backpack),30 Lunges,,10 Chin Ups ,4min rest,10 Push Ups,10 Glute Bridge Walkouts,10 Down Dog HSPU,,1min Farmers Hold (AHeavyAP),3 Pull Ups,12 Push Ups,7ea Curls (backpack),16 Lunges (backpack),,5 Chin Ups,20 Squats,250m Row,80yd Waiters Carry (backpack),Single Db Hang Snatches,,10 Box Dips,3 Deadlift (275/185)
,15 Backpack Curls,1min Plank,,,1min HKR,,"20 Step Ups (20"")(same weight all rounds)",8 Plank Walkouts,12 Lat Raises (AHeavyAP),,40 Jumping Jacks,,14 V-Ups,,10 Push Ups,,10 Burpees,20 Knee Push Ups,2rds; 20 Db Lunges | 15 WB | 10 Db Burpee DL,15 HKR,Lunges,,12 SLR (10/5),15 Dubs
,15 Backpack Tri Ext,,,,,,20 Push Ups,,,,,,,,,,10 Bicep Curls (backpack),20 Leg Raises,250m Row,,Single Db Hang C&J,,,3 Squat Cleans (135/95)
,,,,,,,"30 Step Ups (20"")(same weight all rounds)",,,,,,,,,,15 Burpees,20 Glute Bridges,1rd; 20 Db Lunges | 15 WB | 10 Db Burpee DL,,Lateral Db Hops,,,
,,,,,,,30 Push Ups,,,,,,,,,,15 Tricep Ext (backpack),20 Lunges,(25's/15's) | (20/14),,1min rest,,,
,,,,,,,"40 Step Ups (20"")(same weight all rounds)",,,,,,,,,,,20 Burpees,,,(25/15),,,
,,,,,,,40 Push Ups,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,50 BPA,3min Calf Stretch,2min Pigeon,,2min Samson,50 Banded Side Steps,2min Wall Sit,30 Tri Ext,50 Wrists Ext/Flex,,2min Scorpion St,3rds Sled Push,2min Pigeon St,3min Arm Circles,50 Kickbacks (ea side),,50 St Arm Lat Pulldowns,2min Across Body Stretch (ea),2min Samson,2min Bicycles,2min Scorpion St,,Bi and Tri pyramid,2min Pigeon St.
,,,,,,,,,,,,,,,,,,,,,,,,
,5rds; for time,15min AMRAP,EMOM for 12min,#VALUE!,EMOM for 6min (each section),for time,EMOM for 12min,6rds; for time,5rds; max knee highs,#VALUE!,5rds; for max reps,12min AMRAP,12min AMRAP,15min AMRAP,12min AMRAP,#VALUE!,10min AMRAP,14min AMRAP,5rds; for time,10min AMRAP,EMOM for 10min,#VALUE!,10min AMRAP,For time (14min time cap)
