WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
,12 Sumo Squats (25/15),15 Rev Flys (15's/10's),12 Sumo DL (135/85),,12 Bicep Curls (25's/15's),15 Kb Swings (70/55),10 Russian Push Ups,15 Tricep Extension (25's/15's),,,1min Wall Sit w/ Grabs,40 Reachthrough,30 Lunges (55/35),"7 Box Jumps (30""/24"")",20 TTB,,40 Reachthroughs,,Chin Ups,30 Bicycles ,max @ 75%,,,50 Db Snatches (50/35)
,,,15 Tricep Exts (25's/15's),,,20 HKR,,15 Bicep Curls (25's/15's),,,,,20 Burpees,6 1-Arm Kb Sq (70/55),,,,,,,max @ 65%,,,60 HSPU
,,,,,,,,,,,,,10 Ring Dips,,,,,,,,max @ 55%,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,15min AMRAP,4rds; for quality,4rds; for quality,,12min AMRAP,15min AMRAP,15min AMRAP,5rds; for quality,10! ,,5rds; for quality,15min AMRAP,3 rounds; for time,7 rounds; for time,4 rounds; for time,,3rds; for time,for time,EoMOM for 14min,5rds; for time,Shoulder Press Drop Sets,,EMOM for 12min,for time; 8min time cap
,24 Bulgarian Split Squats,10 Sh Press (75/45),8 RDL's (115/75),,8 Thrusters (95/65),"5 Box Jumps (24"")",20 Lunges (25/15),8 Shoulder Press (95/65),Box Chin Ups,,12 Kb Swings (55/35),20 Atlas Swings (35/25),50 Squats ,4 Chin Ups (25/15),5 Push Press (135/85),,20 Kb Swings (55/35),100 Thrusters (75/45),for max reps,14 Bulgarian Split Squats (25/15),for max reps,,max Box Pull Ups,30cal row
,60sec Plank,12 Ring Rows,10 Box Pull Ups,,10 Push Ups,10 Push Press (115/75),14 Cossack Squats,12 Bent Over Row (95/65),Fr Sq (40% BS Max),,24 Rotating Landmine Press (15/10),10 Pull Ups (25/15),40 Sit Ups,17 Dubs,10 1-Arm Devil Press (25/15),,30 Floor Press (95/65),5 Scaled Wall walks every time you need to take a break,RDL's (115/75),15 Db Squats (25's/15's),max @ 75%,,"max Step Ups (20"")(40/25)","40 Burpee Box Jump Overs (24""/20"")"
,12 Sumo Squats (15/10),15 Rev Flys (10's/5's),12 Sumo DL (115/75),,12 Bicep Curls (15's/10's),15 Kb Swings (55/35),10 Push Ups,15 Tricep Extension (15's/10's),,,1min Wall Sit w/ Grabs,40 Reachthrough,30 Lunges (40/25),"7 Box Jumps (24/20"")",20 KTE,,40 Reachthroughs,,Box Chin Ups,30 Bicycles,max @ 65%,,,50 Db Snatches (40/25)
,,,15 Tricep Exts (15's/10's),,,20 HKR,,15 Bicep Curls (15's/10's),,,,,20 Burpees (knees),6 1-Arm Kb Sq (55/35),,,,,,,max @ 55%,,,60 HSPU (feet on box)
,,,,,,,,,,,,,10 Push Ups,,,,,,,,max @ 45%,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,15min AMRAP,4rds; for quality,4rds; for quality,,12min AMRAP,15min AMRAP,15min AMRAP,5rds; for quality,10!,,5rds; for quality,15min AMRAP,3 rounds; for time,7 rounds; for time,4 rounds; for time,,3rds; for time,for time,EoMOM for 14min,5rds; for time,Shoulder Press Drop Sets,,EMOM for 12min,for time; 8min time cap
,24 Split Squats,10 Shoulder Press (45/35),8 RDL's (95/65),,8 Db Thrusters (40's/25's),5 Box Jumps (AHiAP),20 Lunges,8 Shoulder Press (45/35),Ring Curls,,12 DB RDL (40/25),20 Atlas Swings (35/25),50 Squats ,4 Box Chin Ups,5 Push Press (95/65),,20 Db Swings (40/25),100 Thrusters (20/14),for max reps,14 Bulgarian Split Squats (bw),for max reps,,max Ring Rows,30cal row
,30sec Plank,12 Ring Rows,10 Straight Arm Lat Pulldowns,,10 Incline Push Ups,10 Db Push Press (40's/25's),14 Sumo Squats,12 Bent Over Row (45/35),Goblet Squat (AHvyAP),,24 Rotating Landmine Press (5/2.5),10 Pull Ups (25/15),40 Sit Ups,17 Singles,10 1-Arm Devil Press (15/10),,30 Floor Press (75/45),5 Inch worms every time you need to take a break,RDL's (95/65),15 Squats (bw),max @ 40's/25's,,max Step Ups (AHiAP)(bw),"40 Burpee Box Step Overs (20"")"
,12 Sumo Squats,15 Rev Flys (5's/2.5's),12 Sumo DL (55/35),,12 Bicep Curls (10's/5's),15 Db RDL's (40/25),10 Incline Push Ups,15 Tricep Extension (10's/5's),,,:30 Wall Sit w/ Grabs,40 Reachthrough,30 Split Squats,7 Box Jumps (AHiAP),20 HKR,,40 Reachthroughs,,Ring Curls,30 Bicycles,max @ 30's/20's,,,50 Db Snatches (25/15)
,,,15 Tricep Exts (10's/5's),,,20 Tuck Ups,,15 Bicep Curls (10's/5's),,,,,20 Burpees (no push up),6 1-Arm Kb Sq (40/25),,,,,,,max @ 20's/10's,,,60 Down Dog HSPU
,,,,,,,,,,,,,10 Incline Push Ups,,,,,,,,max @ 10's/5's,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,15min AMRAP,4rds; for quality,4rds; for quality,,12min AMRAP,15min AMRAP,15min AMRAP,5rds; for quality,10!,,5rds; for quality,15min AMRAP,3 rounds; for time,7 rounds; for time,4 rounds; for time,,3rds; for time,No Pain | No Gain,EoMOM for 14min,5rds; for time,Shoulder Drop Sets,,EMOM for 12min,for time; 8min time cap
,24 Bulgarian Split Squats,10 Down Dog HSPU,8 RDL's (backpack),,8 Burpees,5 Squat Jumps,30 Lunges,8 HSPU,Bicep Curls (AHvyAP),,12 Squat Hops,20 Atlas Swings (35/25),50 Squats ,4 Chin Ups,5 Down Dog HSPU,,20 Squat Hops,for time,for max reps,14 Bulgarian Split Squats (bw),5@,,max Pull Ups,30ea Jumping Lunges
,60sec Plank,1min Bent Over Row (backpack),30sec Batwings,,10 Push Ups,10 Down Dog HSPU,20 Cossack Squats,12 Bent Over Row (AHvyAP),10(ea leg)!,,24 Lateral Shoot Through,10 Pull Ups (25/15),40 Sit Ups,17 Dubs,10 Burpees,,30 Push Ups,100 Burpees,RDL's (AHvyAP),15 Squats (bw),Sq Sit Behind the Neck Sh Pr,,max Step Ups (AHiAP),40 Burpee Box Jump Overs (AHiAP)
,12 Sumo Squats,15 Rev Flys (use hvy books),12 Sumo DL (backback),,12 Bicep Curls (backpack),15 RDL's (backpack),10 Russian Push Ups,15 Tricep Extension (AHvyAP),Single Leg Squats,,1min Wall Sit w/ Grabs,40 Reachthrough,30 Lunges,7 Box Jumps (AHiAP),20 V-Ups,,40 Reachthroughs,5 Wall walks every time you need to take a break,Bicep Curls (AHvyAP),30 Bicycles,Bent Over Sh Press,,,50 Jump Squats
,,,15 Tri Ext's (backpack),,,20 Tuck Ups,,15 Bicep Curl (AHvyAP),,,,,20 Burpees,6 1-Arm Kb Sq (AHvyAP),,,,,,,Reverse Snow Angels,,,60 HSPU
,,,,,,,,,,,,,10 Push Ups,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,2min Wall Sit,3min Arm Circles,2min Calf Raises,,2min Lateral Raises,15 Kneeling Jumps,2min Samson,3min Arm Circles,5min Abs,,30ea x Frontal/Lat/Rev Flys ,6min Abs,50 Banded Side Steps,1min Hanging Knee Raises,40 Tri Ext,,40 Bi Curls,5min Abs,1min HKR,30 GHD's,1min Across Body Stretch,,2min Samson St,10min Abs
,,,,,,,,,,,,,,,,,,,,,,,,
,15min AMRAP,4rds; for quality,4rds; for quality,#VALUE!,12min AMRAP,15min AMRAP,15min AMRAP,5rds; for quality,10!,#VALUE!,5rds; for quality,15min AMRAP,#REF!,#REF!,#REF!,#VALUE!,3rds; for time,No Pain | No Gain,EoMOM for 14min,5rds; for time,Shoulder Drop Sets,#VALUE!,EMOM for 12min,for time; 8min time cap
