Foundation,9min AMRAP,15min AMRAP,Db Complex (15's/10's),,5rds; for time,Partner WoD; YGIG,15min AMRAP,21-15-9; for time,7rds; for time,,EMOM for 10min,15min AMRAP,Partner Workout; YGIG; for time,6rds; for max reps,15min AMRAP,,8rds; for time,for time,8min AMRAP,2rds; for time,5rds; for time,,,15min AMRAP
,"""Cub Complex"" (45/35)",10 Incline Push Ups,2min work/2min rest for 22min,,5ea 1-Arm Db Clean (40/25),200m Row,2-4-6-8-10...,Push Press (95/65),6 Cossack Squats (15/10),,6 Box Commando Pull Ups,"3 Box Jumps (20""/16"")",,8 Bench Press (115/75),12 Sumo Squats (25/15),,15 DB RDL (40/25),Row (for cal)/ Db Thrusters (40's/25's),4 Push Press (95/65),22 Incline Push Ups,14 Bulgarian Split Squas (bw),,,16 Forward Backward Hops
,Power Clean,60 Singles,for max rounds,,5ea 1-Arm Db Squat (40/25),80 Inc Push Ups (hand release),Db Thrusters (25's/15's),Box Dip Hold (seconds | x2 reps),1min Glute Bridge Hold,,6 Inch Worms,6 Lunges (45/35),,Max Wide Grip Pull Ups,20 Lunges (25/15),,10 Hanging Knee Raises,27/27,"6 Box Jumps (20""/14"")",22 Db RDL (40/25),15 Squats (bw),,,12 RDL's (95/65)
,Front Sq,15 Face Pulls,2 Deadlift,,40yd 1-Arm Overhead Carry (40/25),400m Row,DB RDL (40/25),Row (cal),20 Banded Side Steps,,,9 Front Squats (45/35),150 Db Thrusters (15's/10's)*,,,,5 Incline Push Up,21/21,8 Hanging Knee Raise,22 Ring Rows,30 Bicycles,,,40 Singles
,Push Press,60 Singes,2 Bi Curls,,,60 HKR,Ring Rows,,,,,,,,,,,15/15,,22 Straight Leg Raises,,,,
,OHS,20 Rev Flys (5's/2.5's),2 Squats,,,600m Row,,,,,,,"*every time you stop, 100m Farmers Carry (55lbs between strap)",,,,,9/9,,,,,,
,B. Squat,,2 Shoulder Press,,,40 Ring Rows,,,,,,,,,,,,,,,,,,
,Push Press,,2 Tri Ext,,,800m Row,,,,,,,,,,,,,,,,,,
,,,,,,20 Down Dog HSPU,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,9min AMRAP,15min AMRAP,,,8rds; for time,Partner WoD; YGIG,15min AMRAP,21-15-9; for time,7rds; for time,,EMOM for 10min,15min AMRAP,The Lonely Hearts Club,6rds; for max reps,15min AMRAP,,8rds; for time,for time,8min AMRAP,2rds; for time,5rds; for time,,,15min AMRAP
,"""Cub Complex"" (bw)",10 Push Ups,2min work/2min rest for 22min,,10 Tap Ground to Squat Hop,200m Run,2-4-6-8-10...,Handstand Hold (seconds | x2 reps),6 Cossack Squats (bw),,6ea Bicep Curls (backpack),3 Squat Jumps,,15 Push Ups,12 Sumo Squats (bw),,15 Squat Hops,Burpees/ Squat Jumps,4 Down Dog HSPU,22 Push Ups,14 Bulgarian Split Squats (bw),,,10yd Broad Jumps
,Squat Jump,20 Dubs,for max rounds,,15 Squats,80 Inc Push Ups (hand release),Squats,Box Dip Hold (seconds | x2 reps),1min Glute Bridge Hold,,6 Inch Worms,6 Lunges (bw),for time,Max Prone Behind the Neck Shoulder Press (pvc),20 Lunges (bw),,10 Straight Leg Raises,27/27,10 Broad Jumps,22 Squat Jumps,15 Squats (bw),,,12 Good Mornings (pvc)
,Squat,15 Bat Wings,2ea Lunges,,1min Kneading Planks,400m Run,Hop Squats,Burpees,20 Jumping Side Steps,,,9 Squats (bw),100 Burpees,,,,5 Hand Release Push Ups,21/21,15 Tuck Ups,22 Batwings,30 Bicycles,,,20 Jumpin Jacks
,Down Dog HSPU,20 Dubs,2 Squats,,,60 Straight Leg Raises,Wall Shoulder Press,,,,,,,,,,,15/15,,22 V-Ups,,,,
,Squat,20 Rev Flys ,2 Inch Worms,,,600m Run,,,,,,,"*every time you stop, 1min Plank (on hands)",,,,,9/9,,,,,,
,Squat Jump,,2 Burpees,,,40 Wall Sh Press,,,,,,,,,,,,,,,,,,
,Down Dog HSPU,,,,,800m Run,,,,,,,,,,,,,,,,,,
,,,,,,20 Down Dog HSPU,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,2min Pigeon St,3min Planks (any style),3min Glute Bridges,,2min Couch Mobility,20ea Tri's and Bi's,2min Side Hip Smash,2min Scorpion St,20ea Split Squats,,2x Max Floor Press,2min Couch Mobility,2min Samson St,60 Rev Flys,50 Banded Side Steps,,1min Deadhang,30ea Bi's and tri's,2min Pigeon St.,2min Overhead Stretch,30 GHD's,,30 Bi's and Tri's,50 Banded Side Steps
,,,,,,,,,,,,,,,,,,,,,,,,
,12min AMRAP,EMOM for 6min (each section),4rds; for time,#VALUE!,12min AMRAP,for time,6rds; for time,5rds; max knee highs,EMOM for 12min,#VALUE!,15min AMRAP,5rds; for max reps,4rds; for time,The Lonely Hearts Club,4rds; for time,#VALUE!,#VALUE!,EoMOM for 8min,12min AMRAP,6rds; for time,EMOM for 10min,#VALUE!,#VALUE!,10min AMRAP
