,12min AMRAP,EMOM for 6min (each section),4rds; for time,,12min AMRAP,for time,6rds; for time,5rds; max cals,EMOM for 12min,,15min AMRAP,5rds; for max reps,4rds; for time,Partner Workout; YGIG; for time,4rds; for time,,14min AMRAP,EoMOM for 8min,12min AMRAP,6rds; for time,EMOM for 10min,,15min AMRAP,10min AMRAP
,"5 Box Jumps (30""/24"")",5 Chest to Bar Pull Ups,7 Front Squats (135/85),,10 Ring Dips,20 Walking Lunges (50/35),10 Burpees,3 Push Press (80% BW),5 Kb Swing (70/55),,10 Commando Pull Ups,:30sec work/ :60sec rest ea,20 Lunges (70/55),,6 R. Kb Snatch (55/35),,60cal Row,7 Thrusters (135/85),10 Lunges (135/85),10 Burpees,3 Thrusters (135/85),,5 Burpee Pull Up,5 Burpees
,10 Lunges (135/85),14 Alternating V-Ups,5 Shoulder Press (135/85),,10 Bent Over Rows (135/85),20 Kb Swings (70/55),10 Chest to Bar Pull Ups,6 Thrusters (80% BW),6 OH Lunge (70/55),,8 SG RDL (115/75),Max Front Sq (Bw),15 KB Swings (70/55),150 Db Thrusters (40's/25's)*,20yd R. OH Carry (55/35),,50 Toes to Bar,Max Chin Ups,15 GHD,10 Chest to Bar Pull Ups,4 Evil Wheels,,10 Shuttle Run,5 Thrusters (155/95)
,20yd Waiters Carry (55/35),---,7 Strict TTB,,:10 L-Sit,20 Walking Lunges (50/35),40yd Suitcase Carry (70/55),Rest 30sec,,,10 SG Bent Over Row (115/75),Max Floor Press (Bw),30 Dubs,*every time you stop | 100m Farmers Carry (70/55),12 Burpees,,40 Wall Balls (20/14),----,20 Dubs,40yd Suitcase Carry (70/55),"5 Step Ups (24"")",,10 Burpee Pull Up,5 Strict Pull Ups
,,5 Chin Ups,,,,20 TTB,,:30sec Max Row (cal),,,18 V-Ups,200m Row Sprint,,,6 L. Kb Snatch (55/35),,30 Cleans (135/85),30 Kneading Plank Taps,,,,,5 Shuttle Run,
,,15 Lateral Flys (10's/5's),,,,20 Walking Lunges (50/35),,Rest 60sec,,,,,,,20yd L. OH Carry (55/35),,20 Ring Muscle Ups,Max Plank,,,,,15 Burpee Pull Up,
,,,,,,20 Burpees,,,,,,,,,12 Burpees,,,,,,,,5 Shuttle Run,
,,,,,,20 Walking Lunges (50/35),,,,,,,,,,,,,,,,,20 Burpee Pull Up,
,,,,,,20 Dragon Flags,,,,,,,,,,,,,,,,,5 Shuttle Run,
,,,,,,,,,,,,,,,,,,,,,,,"Then, 5min AHeavyAP",
,,,,,,,,,,,,,,,,,,,,,,,Thruster 1 rep max,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,12min AMRAP,EMOM for 6min (each section),4rds; for time,,12min AMRAP,for time,5rds; for time,5rds; max cals,EMOM for 12min,,15min AMRAP,5rds; for max reps,4rds; for time,Partner Workout; YGIG; for time,4rds; for time,,,EoMOM for 8min,12min AMRAP,5rds; for time,EMOM for 10min,,15min AMRAP,10min AMRAP
,"5 Box Jumps (24""/20"")",5 Box Pull Ups,7 Front Squats (115/75),,10 Push Ups,20 Walking Lunges (40/25),10 Burpees,3 Push Press (60% BW),5 Kb Swing (55/35),,10 Commando Box Pull Ups,:30sec work/ :60sec rest ea,20 Lunges (55/35),,6 R. Db Snatch (40/25),,,7 Thrusters (115/75),10 Lunges (95/65),10 Burpees,3 Thrusters (115/75),,5 Burpee Pull Up,5 Burpees (knees)
,10 Lunges (115/75),14 Alternating V-Ups,5 Push Press (115/75),,10 Bent Over Rows (115/75),20 Kb Swings (55/35),10 Pull Ups,6 Thrusters (60% BW),6 OH Lunge (55/35),,8 SG RDL (95/65),Max Front Sq (70% Bw),15 Kb Swings (55/35),150 Db Thrusters (25's/15's)*,20yd R. OH Carry (40/25),,,Max Box Chin Ups,10 Glute Bridge Walkouts,10 Pull Ups,4 Evil Wheels,,10 Shuttle Run,5 Thrusters (135/85)
,20yd Waiters Carry (55/35),---,7 Strict KTE,,:10 L-Sit (one leg),20 Walking Lunges (40/25),40yd Suitcase Carry (55/35),Rest 30sec,,,10 SG Bent Over Row (95/65),Max Floor Press (70% Bw),15/30 Dubs/Singles,*every time you stop | 100m Farmers Carry (55/35),12 Burpees (knees),,,----,10/20 Dubs/Singles,40yd Suitcase Carry (55/35),"5 Step Ups (20"")",,10 Burpee Pull Up,5 Pull Ups
,,5 Box Chin Ups,,,,20 KTE,,:30sec Max Row (cal),,,18 Tuck Ups,200m Row Sprint,,,6 L. Db Snatch (40/25),,,30 Kneading Plank Taps,,,,,5 Shuttle Run,
,,15 Lateral Flys (5's/2.5's),,,,20 Walking Lunges (40/25),,Rest 60sec,,,,,,,20yd L. OH Carry (40/25),,,Max Plank,,,,,15 Burpee Pull Up,
,,,,,,20 Burpees (knees),,,,,,,,,12 Burpees (knees),,,,,,,,5 Shuttle Run,
,,,,,,20 Walking Lunges (40/25),,,,,,,,,,,,,,,,,20 Burpee Pull Up,
,,,,,,20 Ecc Dragon Flags,,,,,,,,,,,,,,,,,5 Shuttle Run,
,,,,,,,,,,,,,,,,,,,,,,,"Then, 5min AHeavyAP",
,,,,,,,,,,,,,,,,,,,,,,,Thruster 1 rep max,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,12min AMRAP,EMOM for 6min (each section),4rds; for time,,12min AMRAP,for time,5rds; for time,5rds; max cals,EMOM for 12min,,15min AMRAP,5rds; for max reps,4rds; for time,Partner Workout; YGIG; for time,4rds; for time,,,EoMOM for 8min,12min AMRAP,5rds; for time,EMOM for 10min,,,10min AMRAP
,"5 Box Jumps (20""/16"")",7 Ring Rows,7 Front Squats (95/65),,10 Incline Push Ups,20 Walking Lunges (25/15),10 Burpees (no push up),3 Push Press (40% BW),5 Kb Swing (40/25),,10 Commando Ring Rows,:30sec work/ :60sec rest ea,20 Split Squats,,6 R. Db Snatch (25/15),,,7 Db Thrusters (40's/25's),10 Lunges (40/25),10 Burpees (no push up),3 Db Thrusters (40's/25's),,,5 Burpees (no push up)
,10 Lunges (40's/25's),14 Alternating Toe Touches,5 Shoulder Press (135/85),,10 Bent Over Rows (95/65),20 Kb Swings (40/25),10 Pull Ups on box,6 Thrusters (40% BW),6 OH Lunge (40/25),,8 SG RDL (75/55),Max Front Sq (40% Bw),15 Kb RDL (40/25),150 Db Thrusters (15's/10's)*,20yd R. OH Carry (25/15),,,Max Ring Curls,15 Glute Bridge Walkouts,10 Pull Ups on box,4 Plank Walkouts,,,5 Thrusters (95/65)
,20yd Waiters Carry (40/25),---,7 Strict HKR,,:10 L-Sit (knees bent),20 Walking Lunges (25/15),40yd Suitcase Carry (40/25),Rest 30sec,,,10 SG Bent Over Row (75/55),Max Floor Press (40% Bw),60 Singles,*every time you stop | 100m Farmers Carry (40/25),12 Burpees (no push up),,,----,40 Singles,40yd Suitcase Carry (40/25),5 Step Ups (AHighAP),,,5 Box Pull Ups
,,5 Ring Curls,,,,20 HKR,,:30sec Max Row (cal),,,18 Tuck Ups (legs only),200m Row Sprint,,,6 L. Db Snatch (25/15),,,30 Kneading Plank Taps,,,,,,
,,15 Lateral Flys (5's/2.5's),,,,20 Walking Lunges (25/15),,Rest 60sec,,,,,,,20yd L. OH Carry (25/15),,,Max Plank,,,,,,
,,,,,,20 Burpees (no push up),,,,,,,,,12 Burpees (no push up),,,,,,,,,
,,,,,,20 Walking Lunges (25/15),,,,,,,,,,,,,,,,,,
,,,,,,20 Candlesticks,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,12min AMRAP,EMOM for 6min (each section),4rds; for time,,12min AMRAP,for time,6rds; for time,5rds; max knee highs,EMOM for 12min,,15min AMRAP,5rds; for max reps,4rds; for time,The Lonely Hearts Club,4rds; for time,,,EoMOM for 8min,12min AMRAP,6rds; for time,EMOM for 10min,,,10min AMRAP
,5 Box Jumps (AHiAP),5 Pull Ups,7 Goblet Squats (AHvyAP),,10 Push Ups,20 Walking Lunges (AHvyAP),10 Burpees,3 HSPU,7 Squat Jumps,,10 Commando Pull Ups,:30sec work/ :60sec rest ea,30 Lunges (bw),for time,6 Down Dog HSPU,,,7 Burpees,10 Lunges (holding kid or backpack),10 Burpees,3 Burpees,,,5 Burpees
,10 Lunges (AHvyAP),14 Alternating V-Ups,5 Handstand Shoulder Press,,10 Bent Over Rows (AHvyAP),20 Squat Jumps,10 Wall Shoulder Press,6 Burpees,10 Lunges,,8 Single Leg RDL's,Max Squats,20 Squat Hops,100 Burpees,:30 Handstand Hold,,,Max Chin Ups,8 Glute Bridge Walkouts,10 Wall Shoulder Press,4 Plank Walkouts,,,5 Squat Jumps
,20yd Waiters Carry (AHvyAP),---,7 Strict KTE,,:10 L-Sit ,20 Walking Lunges (AHvyAP),:45ea Side Planks,Rest 30sec,,,10 Reverse Flys (AHvyAP),Max Push Ups,30 Dubs,*every time you stop | 1min Plank (on hands),12 Burpees,,,----,20 Dubs,:45ea Side Planks,5 Step Ups (AHiAP),,,5 Pull Ups
,,5 Chin Ups,,,,20 V_ups,,:30sec Max Rapid Hi Knees*,,,18 V-Ups,200m Row/Run Sprint,,,20 Floor tap to sq jump ,,,30 Kneading Plank Taps,,,,,,
,,15 Lateral Flys (10's/5's),,,,20 Walking Lunges (AHvyAP),,Rest 60sec,,,,,,,:30 Handstand Hold,,,Max Plank,,,,,,
,,,,,,20 Burpees,,*Left | right= 1 rep,,,,,,,12 Burpees,,,,,,,,,
,,,,,,20 Walking Lunges (AHvyAP),,,,,,,,,,,,,,,,,,
,,,,,,20 Ecc Dragon Flags,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,30 GHD's,2min Across Body St,2min Couch,,2min Scorpion,2min Pigeon,40 Lateral Flys (5's/2.5's),2min Scorpion St,2min Pigeon,,2min Arm Circles,20 Bi's and Tri's,50 Banded Side Steps,2min Samson St,2min OH Stretch,,,3min Arm Circles,50 Banded Side Steps,40 Lateral Flys (5's/2.5's),30 GHD,,,30 Bi's and Tri's
,,,,,,,,,,,,,,,,,,,,,,,,
,12min AMRAP,EMOM for 6min (each section),4rds; for time,#VALUE!,12min AMRAP,for time,6rds; for time,5rds; max knee highs,EMOM for 12min,#VALUE!,15min AMRAP,5rds; for max reps,4rds; for time,The Lonely Hearts Club,4rds; for time,#VALUE!,#VALUE!,EoMOM for 8min,12min AMRAP,6rds; for time,EMOM for 10min,#VALUE!,#VALUE!,10min AMRAP
