WEEK,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
,8 Deadlifts (50%),5 Strict Pull Ups,4 Muscle Clean,Stretch- Adductor Stretch | Hip Capsule Stretch | Side Hip Smash | QL Smash ,5 Db Snatch,8 Front Squats (50% Max),5 Push Press (165/115),30 Dubs,10 Front Rack Lunges (155/95),,3 Shoulder Press (145/90),20 Thrusters,12 Apollo Ohno's,3-3-3-2-2-2-1-1-1,7 Kb Swings (70/55),100 Dubs,20 Burpees,,20 Dips,Min 1: 50 Dubs,:,,80 Sit Ups,20 Squats 
,15 Russian Push Ups,30 Dubs,5 Sh Press,Act- Quad Hip Ext | Firehydrants | Standing Kickbacks ,5 1-Arm Db OHS,5 Strict Pull Ups (25/5),10 Floor Press (165/115),200m Row,7 Dragon Flags,,5 Chest to Bar Pull Ups (15/5),20 Bicep Curls,20 Banded Side Steps (Hvy-XHvy),,6 Lunges (70/55),90 Lunges,20 Squats (40/25),,20 Squats,Min 2: 150m Run ,300 Body Weight Squats*,,60 Push Ups,20 Jumping Lunges 
,,5 Chest to Bar Chin Ups,6 Lunges,Int- RDL's,5 Db Sh Press,3 Power Clean (same as Fr Sq),,10 Burpees,,,,20 Clean and Press,:30 Banded Hollow Hold,,,80 Sit Ups,20 Banded Push Ups,,20 Push Ups,Min 3: 10 Archer Push Ups + 10 V-Ups,,,40 Lunges,20 Batwings
,,10 Rev Flys (15's/10's),7 Back Squats,Litmus- Plank,,,,,,,,20 Bent Over Rows,,,,:70sec Dead Hang,"20 Step Ups (24"")(40/25)",,20 Leg Raises,,,,20 Kb Swings,20 V-Ups
,,,,,*One side at a time | start w/ non-dominant,,,,,,,20 Burpees,,,,:60sec Side Planks (ea side),20 Sit Ups,,20 Glute Bridges,,*If you have a light weight (25-40lb/15-25lbs) | feel free to use while squatting,,40 Burpees,
,,,,,,,,,,,,,,,,50 Push Ups,200m Row,,20 Lunges,,,,60 Dubs,
,,,,,,,,,,,,,,,,40 Squats,,,20 Burpees,,*Every minute complete 5 burpees | then continue knocking out your squats.,,80 Squats,
,,,,,,,,,,,,,,,,30 V-Ups,,,,,,,,
,,,,,,,,,,,,,,,,20 Burpees,,,,,,,,
,,,,,,,,,,,,,,,,10 Pull Ups,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,5rds; for time,15min AMRAP,7rds; for time; (95/65),Litmus- Plank ,15min AMRAP | (25/15),9min AMRAP,5rds; for time,15min AMRAP,5rds; for time ,,8rds; for time,3 rounds; for time (25's/15's),4rds; for time,Bench ,EMOM for 10min,for time,Merry Fitmas,,4 rounds; for time,15min EMOM ,For time,Do what needs be done...,for time,5rds; for time 
,8 Deadlifts (50%),5 Pull Ups,4 Muscle Clean,Stretch- Adductor Stretch | Hip Capsule Stretch | Side Hip Smash | QL Smash ,5 Db Snatch,8 Front Squats (135/85),5 Push Press (145/95),30 Dubs,10 Front Rack Lunges (135/85),,3 Shoulder Press (125/80),20 Thrusters,12 Apollo Ohno's,3-3-3-2-2-2-1-1-1,7 Kb Swings (55/35),100 Dubs,4 rounds; for time,,20 Dips,Min 1: 30 Dubs,:,,80 Sit Ups,20 Squats 
,15 Push Ups,30 Dubs,5 Sh Press,Act- Quad Hip Ext | Firehydrants | Standing Kickbacks ,5 1-Arm Db OHS,5 Strict Pull Ups,10 Floor Press (145/95),200m Row,7 Ecc Drag Flags,,5 Pull Ups,20 Bicep Curls,20 Banded Side Steps (med),,6 Lunges (55/35),90 Lunges,20 Burpees,,20 Squats,Min 2: 150m Run ,200 Body Weight Squats*,,60 Push Ups,20 Lunges 
,,5 Chin Ups,6 Lunges,Int- RDL's,5 Db Sh Press,3 Power Clean (135/85),,10 Burpees,,,,20 Clean and Press,:30 Banded Hollow Hold,,,80 Sit Ups,20 Squats,,20 Push Ups,Min 3: 10 Push Ups + 10 Sit Ups,,,40 Lunges,20 Batwings
,,10 Rev Flys (10's/5's),7 Back Squats,Litmus- Plank,,,,,,,,20 Bent Over Rows,,,,:70sec Dead Hang,20 Push Ups,,20 Leg Raises,,,,20 Kb Swings,20 Tuck Ups
,,,,,*One side at a time | start w/ non-dominant,,,,,,,20 Burpees,,,,:60sec Side Planks (ea side),20 Step Ups,,20 Glute Bridges,,*If you have a light weight (25-40lb/15-25lbs) | feel free to use while squatting,,40 Burpees,
,,,,,,,,,,,,,,,,50 Push Ups,20 Sit Ups,,20 Lunges,,,,60 Dubs,
,,,,,,,,,,,,,,,,40 Squats,200m Row,,20 Burpees,,*Every minute complete 3 burpees | then continue knocking out your squats.,,80 Squats,
,,,,,,,,,,,,,,,,30 V-Ups,,,,,,,,
,,,,,,,,,,,,,,,,20 Burpees,,,,,,,,
,,,,,,,,,,,,,,,,10 Pull Ups,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,5rds; for time,15min AMRAP,7rds; for time; (75/45),Litmus- Plank ,15min AMRAP | (15/10),9min AMRAP,5rds; for time,15min AMRAP,5rds; for time ,,8rds; for time,3 rounds; for time (15's/10's),4rds; for time,Bench ,EMOM for 10min,for time,Merry Fitmas,,4 rounds; for time,15min EMOM ,For time,Do what needs be done...,for time,5rds; for time 
,8 RDL (135/85),5 Box Pull Ups,4 Muscle Clean,Stretch- Adductor Stretch | Hip Capsule Stretch | Side Hip Smash | QL Smash ,5 Db Snatch,8 Front Squats (95/65),5 Push Press (95/65),60 Singles,10 Db Lunges (40's/25's),,3 Db Shoulder Press (40's/25's),20 Thrusters,12 Apollo Ohno's,3-3-3-2-2-2-1-1-1,7 DB RDL (40/25),100 Dubs,4 rounds; for time,,1min Dip Support,Min 1: 60 Singles,:,,80 Crunches,20 Squats to Box
,15 Incline Push Ups,60 Singles,5 Sh Press,Act- Quad Hip Ext | Firehydrants | Standing Kickbacks ,5 1-Arm Db OHS,5 Box Pull Ups,10 Floor Press (95/65),200m Row,7 Candlesticks,,5 Box Pull Ups,20 Bicep Curls,20 Banded Side Steps (XLt-Lt),,6 Step Up (AHiAP)(bw),90 Lunges,20 Burpees (no push up),,20 Squats,Min 2: :30 Jog in Place,200 Body Weight Squats to Box*,,60 Incline Push Ups,20 Split Squats
,,5 Box Chin Ups,6 Lunges,Int- RDL's,5 Db Sh Press,3 Muscle Clean (95/65),,10 Burpees (no push up),,,,20 Clean and Press,:30 Bent Knee Hollow Hold,,,80 Sit Ups,20 Squats to Box,,20 Incline Push Ups,Min 3: 10 Incline Push Ups + 10 Crunches,,,40 Lunges,:30 Iso Batwing
,,10 Rev Flys (bw),7 Back Squats,Litmus- Plank,,,,,,,,20 Bent Over Rows,,,,:70sec Dead Hang,20 Incline Push Ups,,20 Hip Hikes,,,,20 RDL's,20 One Leg Tuck Ups
,,,,,*One side at a time | start w/ non-dominant,,,,,,,20 Burpees,,,,:60sec Side Planks (ea side),20 Step Ups (AHiAP),,20 Glute Bridges,,*If you have a light weight (25-40lb/15-25lbs) | feel free to use while squatting,,40 Burpees (no push up),
,,,,,,,,,,,,,,,,50 Push Ups,20 Crunches,,20 Lunges,,,,120 Singles,
,,,,,,,,,,,,,,,,40 Squats,200m Row,,20 Burpees (no push up),,*Every minute complete 3 burpees (no push up) | then continue knocking out your squats.,,80 Squats to Box,
,,,,,,,,,,,,,,,,30 V-Ups,,,,,,,,
,,,,,,,,,,,,,,,,20 Burpees,,,,,,,,
,,,,,,,,,,,,,,,,10 Pull Ups,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,5rds; for time,15min AMRAP,5rds; for time ,,8rds; for time,3 rounds; for time (15's/10's),,,,,,,,,,,,
,,,,,,,5 Down Dog HSPU,30 Jumping Jaks,10 Lunges (bw),,3 Inch Worms,20 Squats,,,,,,,,,,,,
,,,,,,,10 Incline Push Ups,:45sec Jog In Place,7 Candlesticks,,10 Reverse Flys (bw),20 Incline Push Up,,,,,,,,,,,,
,,,,,,,,10 Burpees,,,,20 Jumping Lunges,,,,,,,,,,,,
,,,,,,,,,,,,:20 Batwings,,,,,,,,,,,,
,,,,,,,,,,,,20 Burpees,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Cash Out,20ea Heel Touches,30 Bi's and Tri's,50 Banded RDL's,,3min Deadhang,30 GHD's,30 Banded Rev Flys,40 Banded Side Steps,3min Planks,,30 Tri Ext,,2min Pigeon St,2min Scorpion St,50 Dubs,,2min Samson St,,Stretch,5min Plank (any style),Stretch,,Stretch,3min Arm circles
