WEEK,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_1_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_2_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_3_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER,WEEK_4_HYPER
Day,10.7.19,10.8.19,10.9.19,10.10.19,10.11.19,10.12.19,10.14.19,10.15.19,10.16.19,10.17.19,10.18.19,10.19.19,10.21.19,10.22.19,10.23.19,10.24.19,10.25.19,10.26.19,10.28.19,10.29.19,10.30.19,10.31.19,11.1.19,11.2.19
Primer,,,,,,,,,,,,,,,,,,,,,,,,
Strength,,,,,,,ref 9.9.19,,,,,,,ref 9.13.19,,,,,ref 9.11.19,,,,,
Athlete,Back Squats 3x8@ 75%,Clean Hi Pull 6x5@65%,Deadlift 3x8@ 75%,,Snatch Hi Pull 6x5@ 65%,,Deadlifts 3x8@75%,Snatch 6x3@75%,Back Squats 3x8@75%,,Clean 6x3@75%,,Back Squats 3x6@ 80%,Clean Pull Under 6x3@ 50%,Deadlifts 3x6@ 80%,,Snatch Pull Under 6x3@ 50%,,Deadlifts 3x6@ 80%,Snatch 6x4@ 75%,Back Squats 3x6@ 80%,,Clean 6x4@ 75%,
Enthusiast,Back Squats 3x8@ 65%,Hang Hi Pull 6x4@ 115/75,Deadlifts 3x8@ 65%,,Hang Snatch Hi Pull 6x4@ 95/65,,Deadlifts 3x8@65%,Power Snatch 6x3@125/85,Back Squats 3x8@ 65%,,Power clean 6x3@155/95,,Back Squats 3x6@ 70%,Clean Pull Under 6x3@ 75/45,Deadlifts 3x6@70%,,Snatch Pull Under 6x3@ 75/45,,Deadlifts 3x6@ 70%,Power Snatch 6x4@125/85,Back Squats 3x6@ 70%,,Power Clean 6x4@ 155/95,
Foundation,Box Squats 3x8@ 95/65,Upright Row 6x4@ 75/55,RDL 3x8@ 155/95,,Snatch grip Upright Row 6x4@ 75/55,,RDL 3x8@ 155/95,Muscle Snatch 6x3@115/75,Box Squats 3x8@95/65,,Muscle Clean 6x3@ 115/65,,Box Squats 3x6@ 115/75,Clean Pull Under 6x3@ 45/35,RDL 3x6@ 175/105,,Snatch Pull Under 6x3@ 45/35,,RDL 3x6@ 175/105,Muscle Snatch 6x4@ 115/75,Box Squats 3x6@ 115/75,,Muscle Clean 6x4@ 115/65,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,,CrossFit Open 20.1,,,,,,CrossFit Open 20.2,,,,,,CrossFit Open 20.3,,,,,,CrossFit Open 20.4,
Athlete,6rds; for quality,for max reps,15min AMRAP,Balance | coordination | calibration,,NO CLASS,15min Time Cap,15min AMRAP,4rds; for time,Hip Fix,,ThunderHill!!!,8rds; for time,EoMOM for 18min,20min AMRAP,Shoulder Fix ,,Row,10-9-8-7-6-5-4-3-2-1,8rds; for time,15min AMRAP,Anatomy Trains (Neck and Back),,For time
,20 Single leg RDL's (50/35),0:00-3:00,20 Kb Swings (70/55),Ez Curl Up,,,3-6-9-12-15-18,8 Chest to Bar Pull Ups,20 Goblet Squats (55/35),Test Overhead Squat Sit,,,10 Kb Swings (70/55),Bent Over Rows (50's/35's),80yd Overhead Carry (55/35),Impingement Screen,,12x :30 sprints,for time (15min time cap),3 Box Jump (AHiAP),10 1-Arm Kb Swings (55/35),Ham Screen/Radial N. Glide,,27-21-15-9
,10 Strict Pull Ups,10 Face Pulls,30 Lunges (55/35),Upper back roll,,,Db Thrusters (40's/25's),80yd Farmers Walk (25's/15's,10 Db Shoulder Press (50's/35's),Side Hip Smash,,,10 Side to side lunges (40/25),Bench Press (185/125),40 Dubs ,Supine Overhead Screen,,1:30 active recovery rest,Front Squats (175/105),5 Shoulder Press (115/75),20 Face Pulls ,Adductor Stretch/Smash,,Wall Balls (20/14)
,5 Evil Wheels,10 Straight Arm Lat Pulldowns,40 Dubs,Trap Smash,,,"Step Ups (24"")(40/25)",15 V-Ups,20 RDL's (50's/35's),Hip Distraction,,,,Lunges (55/35),20yd Bear Crawl,Narrow Squat Sit,,*The goal is to get faster each sprint,Burpees Over Bar,10 Floor Press (115/75),30 Lunges (40/25),Glute Stretch/Smash,,Row (for cal)
,,3:01-6:00,,Martyr's Stretch,,,Dubs,,1min Plank,Frog Sit,,,,,,Overhead Stretch,,,,,,Low Back Stretch,,
,,10 Db Floor Press (50's/35's),,Superhero Stretch (splits),,,,,,Elevated Pigeon,,,,,,Chest Smash,,,,,,Kneeling T-Spine Stretch,,
,,10 BN Shoulder Press (75/55),,Frog Sit,,,,,,Fire Hydrants,,,,,,Neck Rolls,,,,,,T-Spine Crunches,,
,,6:01-9:00,,Banded Sh Press,,,,,,Quadruped Kickbacks,,,,,,Karate Chop Floor,,,,,,Scap Smash,,
,,10 Db Thrusters (50's/35's),,Ext/Int Sh Rot,,,,,,Staggered Glute Bridge,,,,,,3rds; W's | Iso IYT's | St Arm Latpulldowns,,,,,,Trap Smash,,
,,10 Bent Over Rows (50's/35's),,Alt Glute Bridge,,,,,,RDL's,,,,,,Push Ups (from wall to floor),,,,,,Ham Screen/Radial Nerve Glide,,
,,,,Single leg squat (off box),,,,,,Re-test Overhead Squat Sit,,,,,,Supine Overhead Screen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,6rds; for quality,for max reps,15min AMRAP,Balance | coordination | calibration,,NO CLASS,15min Time Cap,15min AMRAP,4rds; for time,Hip Fix,,ThunderHill!!!,8rds; for time,EoMOM for 18min,20min AMRAP,Shoulder Fix ,,Row,10-9-8-7-6-5-4-3-2-1,8rds; for time,15min AMRAP,Anatomy Trains (Neck and Back),,For time
,20 Single leg RDL's (40/25),0:00-3:00,20 Kb Swings (55/35),Ez Curl Up,,,3-6-9-12-15-18,8 Pull Ups,20 Goblet Squats (40/25),Test Overhead Squat Sit,,,10 Kb Swings (55/35),Bent Over Rows (40's/25's),80yd Overhead Carry (45/25),Impingement Screen,,12x :30 sprints,for time (15min time cap),"3 Box Jump (24""/20"")",10 Kb Swings (70/55),Ham Screen/Radial N. Glide,,27-21-15-9
,10 Pull Ups,10 Face Pulls,30 Lunges (45/25),Upper back roll,,,Db Thrusters (25's/15's),80yd Farmers Walk (15's/10's),10 Db Shoulder Press (40's/25's),Side Hip Smash,,,10 Side to side lunges (25/15),Bench Press (135/85),40 Dubs ,Supine Overhead Screen,,1:30 active recovery rest,Front Squats (115/75),5 Shoulder Press (95/65),20 Face Pulls ,Adductor Stretch/Smash,,Wall Balls (20/14)
,5 Plank Walkouts,10 Straight Arm Lat Pulldowns,40 Dubs,Trap Smash,,,"Step Ups (20"")(25/15)",15 Straight Leg Raises,20 RDL's (40's/25's),Hip Distraction,,,,Lunges (45/25),20yd Bear Crawl,Narrow Squat Sit,,*The goal is to get faster each sprint,Burpees,10 Floor Press (95/65),30 Lunges (45/25),Glute Stretch/Smash,,Row (for cal)
,,3:01-6:00,,Martyr's Stretch,,,Dubs,,1min Plank,Frog Sit,,,,,,Overhead Stretch,,,,,,Low Back Stretch,,
,,10 Db Floor Press (40's/25's),,Superhero Stretch (splits),,,,,,Elevated Pigeon,,,,,,Chest Smash,,,,,,Kneeling T-Spine Stretch,,
,,10 BN Shoulder Press (45/35),,Frog Sit,,,,,,Fire Hydrants,,,,,,Neck Rolls,,,,,,T-Spine Crunches,,
,,6:01-9:00,,Banded Sh Press,,,,,,Quadruped Kickbacks,,,,,,Karate Chop Floor,,,,,,Scap Smash,,
,,10 Db Thrusters (40's/25's),,Ext/Int Sh Rot,,,,,,Staggered Glute Bridge,,,,,,3rds; W's | Iso IYT's | St Arm Latpulldowns,,,,,,Trap Smash,,
,,10 Bent Over Rows (40's/25's),,Alt Glute Bridge,,,,,,RDL's,,,,,,Push Ups (from wall to floor),,,,,,Ham Screen/Radial Nerve Glide,,
,,,,Single leg squat (off box),,,,,,Re-test Overhead Squat Sit,,,,,,Supine Overhead Screen,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,6rds; for quality,for max reps,15min AMRAP,Balance | coordination | calibration,,NO CLASS,15min Time Cap,15min AMRAP,4rds; for time,Hip Fix,,ThunderHill!!!,8rds; for time,EoMOM for 18min,20min AMRAP,Shoulder Fix ,,Row,10-9-8-7-6-5-4-3-2-1,8rds; for time,15min AMRAP,Anatomy Trains (Neck and Back),,For time
,20 Single leg RDL's (25/15),0:00-3:00,20 RDL (40/25),Ez Curl Up,,,3-6-9-12-15-18,8 Ring Rows,20 Goblet Squats (bw),Test Overhead Squat Sit,,,10 Db RDL (40/25),Bent Over Rows (25's/15's),80yd Overhead Carry (25/15),Impingement Screen,,12x :30 sprints,for time (15min time cap),"6 Step Up (20"")(bw)",10 RDL (25's/15's),Ham Screen/Radial N. Glide,,27-21-15-9
,10 Ring Rows,10 Face Pulls,30 Lunges (bw),Upper back roll,,,Db Thrusters (15's/10's),80yd Farmers Walk (15's/10's),10 Db Shoulder Press (25's/15's),Side Hip Smash,,,10 Sumo Squats (bw),Bench Press (95/65),80 Singles,Supine Overhead Screen,,1:30 active recovery rest,Front Squats (85/55),5 Shoulder Press (75/45),20 Face Pulls ,Adductor Stretch/Smash,,Wall Balls (20/14)
,:30 Plank,10 Straight Arm Lat Pulldowns,120 Singles,Trap Smash,,,Split Squats (15/10),15 Hip Hikes,20 RDL's (25's/15's),Hip Distraction,,,,Lunges (15/10),20yd Giraffe Walks,Narrow Squat Sit,,*The goal is to get faster each sprint,Burpees (no push up),10 Floor Press (75/45),30 Lunges (bw),Glute Stretch/Smash,,Row (for cal)
,,3:01-6:00,,Martyr's Stretch,,,Singles (x3),,1min Plank,Frog Sit,,,,,,Overhead Stretch,,,,,,Low Back Stretch,,
,,10 Db Floor Press (25's/15's),,Superhero Stretch (splits),,,,,,Elevated Pigeon,,,,,,Chest Smash,,,,,,Kneeling T-Spine Stretch,,
,,10 BN Shoulder Press (pvc),,Frog Sit,,,,,,Fire Hydrants,,,,,,Neck Rolls,,,,,,T-Spine Crunches,,
,,6:01-9:00,,Banded Sh Press,,,,,,Quadruped Kickbacks,,,,,,Karate Chop Floor,,,,,,Scap Smash,,
,,10 Db Thrusters (25's/15's),,Ext/Int Sh Rot,,,,,,Staggered Glute Bridge,,,,,,3rds; W's | Iso IYT's | St Arm Latpulldowns,,,,,,Trap Smash,,
,,10 Bent Over Rows (25's/15's),,Alt Glute Bridge,,,,,,RDL's,,,,,,Push Ups (from wall to floor),,,,,,Ham Screen/Radial Nerve Glide,,
