,:10 Deadhang,12 Cossack Squats,16 Lunges,,Sprint 400m/200m/ 2min rest,7ea Bent Over Rows (backpack),10 Pull Ups,12 Push Ups,,,20 Reverse Flys (AHeavyAP),50 Db Lunges ,,3ea Single Leg Squats (assisted),1 Wall Walk,200 Jumping Jacks,,30 Jumping Jacks | Singles | or Dubs,4 Chest to Bar Pull Ups,,8 SLR,,40yd Waiters Carry,30 Burpees
,:30 Supermans,,,,Sprint 200m/100m/ 1min rest,,,14 V-Ups,,,,,,,10 Squats,100 Lunges (bw),,,,,,,14 Pull Overs,10 Pull Ups
,:30ea Side Plank,,,,,,,,,,,,,,,200 Jumping Jacks,,,,,,,40yd Suitcase Carry,
,,,,,,,,,,,,,,,,100 Rev Flys,,,,,,,21 Beast Pull Throughs,
,,,,,,,,,,,,,,,,200 Jumping Jacks,,,,,,,,
,,,,,,,,,,,,,,,,100 Squats (bw),,,,,,,,
,,,,,,,,,,,,,,,,200 Jumping Jacks,,,,,,,,
,,,,,,,,,,,,,,,,100 Push Ups,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Cash Out,40ea Wrist curls/ext,30 Db Shoulder Press,2min Elephant Stretch,,2min Samson St,2min Scorpion St,2min Side Planks,30 Shoulder Press,160yd Suitcase Carry,,160yd Overhead Carry,2min Pigeon St,30ea Bulgarian Split Squats,10 Eccentric Pull Ups,1min Deadhang,Stretch!,,2min Samson St,30 GHD,30 Lateral Flys,30 Bulgarian Split Squats (ea),,2min Side Plank,2min Scorpion
