WEEK,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
Day,11.7.22,11.8.22,11.9.22,11.10.22,11.11.22,11.12.22,11.14.22,11.15.22,11.16.22,11.17.22,11.18.22,11.19.22,11.21.22,11.22.22,11.23.22,11.24.22,11.25.22,11.26.22,11.28.22,11.29.22,11.30.22,12.1.22,12.2.22,12.3.22
Primer,:10 Iso Back Squat Hold x 3,10 Big Skips,:10 Iso DL Hold x 3,,15 Box Jumps,15 Arch Snap to Pike Hold,3x :10 Iso DL,15 Squat Jumps (w/ front rack),"15 Tempo Squats (5"" | 5"" | 1"")",,3x :10 Bench Iso Press,10 Pressing Sn Bal,15ea Turkish Get Up Act,12ea Single Leg Box Jumps,3x Iso DL x:10,Movement Prep 1/ Shoulder Wind,,12ea Rev Med Ball/Chest Pass,3x200m Row Sprints,20 Med Ball Push Press,Box Jumps 5x3@ AHiAP,,20 Med Ball Chest Pass,10 Rev Med Ball Toss
Strength,,,,,,,ref 8.22.22,,,,,,,,,ref 11.25.21,,,ref 9.9.22,,ref 9.7.22,,,
Athlete,Back Squats 5x2@ 85%,Hi Hang Snatch 6x3@ 55%,Deadlifts 5x2@ 85%,,Hi Hang Clean 6x3@ 55%,Bench 5x2@ 85%,Deadlifts 5x2@ 90%,Hang Clean 6x2@ 85%,Back Squats 5x2@ 90%,,Bench 5x2@ 90%,Hang Snatch 6x2@ 85%,Back Squats 5x3@ 80%,Clean 6x1@ 90%,Deadlifts 5x3@ 80%,,,Bench 5x3@ 80%,Deadlifts 5x1@ 100%,Snatch 6x3@ 80%,Back Squats 5x1@ 100%,,Bench 5x1@ 100%,Clean 6x3@ 80%
Enthusiast,Back Squats 5x2@ 85%,Hi Hang Snatch 6x3@ 75/45,Deadlifts 5x2@ 85%,,Hi Hang Clean 6x3@ 55%,Bench 5x2@ 85%,Deadlifts 5x2@ 90%,Hang Clean 6x2@ 185/125,Back Squats 5x2@ 90%,,Bench 5x2@ 90%,Hang Snatch 6x2@ 135/85,Back Squats 5x3@ 80%,Power Clean 6x1@ 205/135,Deadlifts 5x3@ 80%,,,Bench 5x3@ 80%,Deadlifts 5x1@ 100%,Power Snatch 6x3@ 80%,Back Squats 5x1@ 100%,,Bench 5x1@ 100%,Power Clean 6x3@ 80%
Foundation,Back Squats 5x2@ 135/85,OHS 6x3@ pvc,Deadlifts 5x2@ 155/95,,Muscle Clean 6x3@ 45/35,Bench 5x2@ 85/55,RDL's 5x2@ 165/105,Hang Muscle Clean 6x5@ 75/45,Box Squats 5x2@ 145/90,,Bench 5x2@ 95/65,OHS 6x5@ pvc,Box Squats 5x3@ 125/85,Muscle Clean 6x2@ 95/65,RDL's 5x3@ 145/90,,,Bench 5x3@ 75/45,RDL's 5x1@ 185/115,Muscle Snatch 6x3@ 75/45,Box Squats 5x1@ 155/95,,Bench 5x2@ 115/75,Muscle Clean 6x3@ 95/65
At-Home,Single Leg Squats 5x5ea@ bw,Pressing Sn Bal 6x3@ pvc,Single Leg RDL 5x5ea@ bw,,Sotts Press 6x3@ pvc,Push Ups 5x5@ bw,Single Leg RDLs 5x10ea@ bw,Sott's Press 6x10@ pvc,"Tempo Squats 5x10@ 5"" |3"" |5""",,"Tempo Push Ups 5x7@ 1"" |3"" |3""",OHS 6x5@ pvc,Cossack Squats 5x10,Sott's Press 6x7@ pvc,Heel Touches 5x15ea,,,Ecc Push Ups 7x :10 down,Single Leg RDL's 5x10ea,Sq Sit BNP 6x6@ pvc,Single Leg Squats 5x10ea,,Ecc Push Ups 10x:20 down,Broad Jumps 6x10yd
,a- hvy | l- light,a- light | l- med,a- med | l- hvy,,a- light | l- med,a- hvy | l- med,A- med | L- hvy,A- hvy | L- light,A- lt | L- med,,A- hvy | L- lt,A-Med | L-Hvy,A-med | L- hvy,A-lt | L-lt,A-hvy | L-med,A-med | L- lt,,A-med | L-med,A- Med | L- Hvy  | HIIT,A-Hvy | L-Lt,A- Lt | L- Med   | HIIT,,A-Med | L-Lt,A-Med | L-Hvy
WoD,,,,https://youtu.be/GmvaZCb3Syw,,,,,,https://youtu.be/K3GBqJbIQ98,,,,,Lion Complex,The Gobbler,https://youtu.be/GBTj4uyXKLQ,Can Koozie,,,,https://youtu.be/trLakUDOpr0,,Rowing Pains
Athlete,3rds; for quality,15min AMRAP,4rds; for time,,2rds; on rower,15min AMRAP,15min AMRAP,4rds; for time,Tabata Row; for max distance,,15min AMRAP,5rds; 25min time cap,EMOM for 12min,15min AMRAP,for load | w/o setting bar down | 10min cap,Partner WoD | YGIG,,12min AMRAP,5rds; for time,Shoulder Press  5@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@90%,EMOM for 10min,,15min AMRAP | (50/35),3rds; for time
,5 Kip Drill (low),3ea Kb Snatch (55/35),"3 Tempo Pull Ups (1"" |3"" |3"")",,Sprint 400m/ 4min rest,"3 Tempo Dips (1"" |5"")",30 Dubs,7 Push Press (155/105),,,12 1-Arm Kb Swings (70/55),500m Row,5 Devil Presses (50's/35's),7 Dragon Flags,1 Snatch Grip DL,200 Dubs,,3 Squat Cleans (250/165),2 Clusters (185/125),,"4 Step Ups (24"")",,40yd Overhead Carry,500m Row
,:30 Hollow Hold,:30 Handstand Hold,10 GHD's,,Sprint 300m/ 3min rest,5 Hollow Bench Sliders,20 Lunges (40's/25's),"10 Step Ups (24"")(40/25)",,,12 Commando Pull Ups,50 Db Squats (40/25),max Farmers Carry (50's/35's),5 Muscle Ups,1 Hang Power Snatch,100 Burpees,,12 Db Push Press (50's/35's),30 Dubs,,6 Db G2O (50/35),,7 Dragon Flags,30 Db Thrusters (40's/25's)
,5 Kips to Front Lever,12 Cossack Squats (40/25),16 Single Arm DL (70/55),,Sprint 200m/ 2min rest,7ea Bent Over Rows (70/55),10 Pull Ups (15/5),12 Ring Push Ups,,,12 Bent Over Rows (135/85),50 Db Lunges (40/25),,3ea Single Leg Squats (25/15),1 OHS,200 Dubs,,30 Dubs,4 Ring Muscle Ups,,8 KTE,,40yd Waiters Carry,10 Pull Ups
,:30 Superman,,,,Sprint 100m/ 1min rest,,,14 Toes to Bar,,,,,,,1 BN Push Jerk,100 Lunges (50's/35's),,,,,,,14 Pull Overs,
,5 Kipping Pull Ups,,,,,,,,,,,,,,1 OHS,200 Dubs,,,,,,,40yd Suitcase Carry,
,,,,,,,,,,,,,,,,100 Strict Pull Ups,,,,,,,21 Beast Pull Throughs,
,,,,,,,,,,,,,,,,200 Dubs,,,,,,,,
,,,,,,,,,,,,,,,,100 Goblet Squats (40's/25's),,,,,,,,
,,,,,,,,,,,,,,,,200 Dubs,,,,,,,,
,,,,,,,,,,,,,,,,100 Floor Press (155/105),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,3rds; for quality,15min AMRAP,4rds; for time,,2rds; on rower,15min AMRAP,15min AMRAP,4rds; for time,Tabata Row; for max distance,,15min AMRAP,5rds; 25min time cap,EMOM for 12min,15min AMRAP,for load | w/o setting bar down | 10min cap,Partner WoD | YGIG,,12min AMRAP,5rds; for time,Shoulder Press  5@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@90%,EMOM for 10min,,15min AMRAP | (40/25),3rds; for time
,5 Kip Drill (low),5ea Db Snatch (40/25),"3 Tempo Box Pull Ups (1"" | 3"" | 3"")",,Sprint 400m/ 4min rest,"3 Tempo Dips b/n box (1"" |5"")",15 Dubs,7 Push Press (135/85),,,12 Kb Swings (55/35),500m Row,5 Devil Presses (40's/25's),7 Ecc Dragon Flags,1 Snatch Grip DL,200 Dubs,,3 Cleans (225/145),2 Thrusters (135/85),,"4 Step Ups (20"")",,40yd Overhead Carry,500m Row
,:30 Hollow Hold,:30 Tripod Hold ,10 Glute Bridge Walkout,,Sprint 300m/ 3min rest,10 Straight Arm Lat Pulldowns,20 Lunges (25's/15's),"10 Step Ups (20"")(40/25)",,,12 Commando Box Pull Ups,50 Db Squats (25/15),max Farmers Carry (40's/25's),5 Chest to Bar Pull Ups,1 Hang Power Snatch,100 Burpees (knees),,12 Db Push Press (40's/25's),15 Dubs,,6 Db G2O (40/25),,7 Ecc Dragon Flags,30 Db Thrusters (25's/15's)
,5 Kips to Front Lever,12 Cossack Squats (25/15),16 Single Arm DL (55/35),,Sprint 200m/ 2min rest,7ea Bent Over Rows (55/35),10 Pull Ups,12 Push Ups,,,12 Bent Over Rows (115/75),50 Db Lunges (25/15),,3ea Single Leg Squats (assisted),1 OHS,200 Dubs,,15 Dubs,4 Chest to Bar Pull Ups,,8 HKR,,40yd Waiters Carry,10 Box Pull Ups
,:30 Superman,,,,Sprint 100m/ 1min rest,,,14 KTE,,,,,,,1 BN Push Press,100 Lunges (40's/25's),,,,,,,14 Pull Overs,
,5 Box Pull Ups,,,,,,,,,,,,,,1 OHS,200 Dubs,,,,,,,40yd Suitcase Carry,
,,,,,,,,,,,,,,,,100 Box Pull Ups,,,,,,,21 Beast Pull Throughs,
,,,,,,,,,,,,,,,,200 Dubs,,,,,,,,
,,,,,,,,,,,,,,,,100 Goblet Squats (25's/15's),,,,,,,,
,,,,,,,,,,,,,,,,200 Dubs,,,,,,,,
,,,,,,,,,,,,,,,,100 Floor Press (135/85),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,3rds; for quality,15min AMRAP,4rds; for time,,2rds; on rower,15min AMRAP,15min AMRAP,4rds; for time,Tabata Row; for max distance,,15min AMRAP,5rds; 25min time cap,EMOM for 12min,15min AMRAP,for load | w/o setting bar down | 10min cap,Partner WoD | YGIG,,12min AMRAP,5rds; for time,Shoulder Press 5@5 | 5@6 | 5@7 | 3@8 | 2@8 | 1@9 | 1@9 RPE,EMOM for 10min,,15min AMRAP | (25/15),3rds; for time
,:5 Deadhang,5ea Db Snatch (25/15),:30 Deadhang,,Sprint 400m/ 4min rest,:30 Dip Hold b/n box,30 Singles,7 Push Press (95/65),,,12 Kb Swings (35/25),500m Row,5 Devil Presses (25's/15's),7 Candlesticks,1 Snatch Grip DL,200 Singles,,3 Power Cleans (185/125),2 Thrusters (95/65),,4 Step Ups (AHiAP),,40yd Overhead Carry,500m Row
,:30 Hollow Hold,:30 Down Dog HSPU Hold,1min Glute Bridge,,Sprint 300m/ 3min rest,10 Straight Arm Lat Pulldowns,20 Lunges (bw),"10 Step Ups (20"")(bw)",,,12 Ring Commando Pull Ups,50 Db Squats (15/10),max Farmers Carry (25's/15's),5 Box Pull Ups,1 Hang Muscle Snatch,100 Burpees (no push up),,12 Db Push Press (25's/15's),30 Singles,,6 Db G2O (25/15),,7 Candlesticks,30 Db Thrusters (15's/10's)
,:5 Deadhang,Sumo Squats (15/10),16 Single Arm DL (35/25),,Sprint 200m/ 2min rest,7ea Bent Over Rows (35/25),10 Box Pull Ups,12 Incline Push Ups,,,12 Bent Over Rows (95/65),50 Db Lunges (15/10),,3ea Single Leg Squats (to box),1 Back Squat,200 Singles,,30 Singles,4 Box Pull Ups,,8 SLR,,40yd Waiters Carry,10 Ring Pull Ups
,:30 Supermans,,,,Sprint 100m/ 1min rest,,,14 HKR,,,,,,,1 BN Shoulder Press,100 Lunges (25's/15's),,,,,,,14 Pull Overs,
,15 St Arm Lat Pulldown,,,,,,,,,,,,,,1 Back Squat,200 Singles,,,,,,,40yd Suitcase Carry,
,,,,,,,,,,,,,,,,100 Ring Rows,,,,,,,21 Beast Pull Throughs,
,,,,,,,,,,,,,,,,200 Singles,,,,,,,,
,,,,,,,,,,,,,,,,100 Goblet Squats (15's/10's),,,,,,,,
,,,,,,,,,,,,,,,,200 Singles,,,,,,,,
,,,,,,,,,,,,,,,,100 Floor Press (95/65),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,3rds; for quality,15min AMRAP,4rds; for time,,2rds; on bike or running,15min AMRAP,15min AMRAP,4rds; for time,Tabata Burpees; for max reps,,15min AMRAP,5rds; 25min time cap,EMOM for 12min,15min AMRAP,10min AMRAP,Partner WoD | YGIG,,12min AMRAP,5rds; for time,5x5@ HSPU,EMOM for 10min,,15min AMRAP | (AHeavyAP),"""Just Pains"""
,:10 Deadhang,10 Burpees,:30 Tempo Pull Ups,,Sprint 800m/400m/ 4min rest,"3 Tempo Dips b/n chairs (1"" | 5"")",30 Dubs,7 Down Dog HSPU,or,,12 Squat Hops,500m Run,5 Burpee Squat Jumps,7 Ecc Dragon Flags,1 Wall Walk,200 Jumping Jacks,,6 Jumping Lunges,7 Burpees,,4 Step Ups (AHiAP),,40yd Overhead Carry,3rds; for time
,:30 Hollow Hold,:30 Handstand Hold,10 Glute Bridge Walkouts,,Sprint 600m/300m/ 3min rest,:30 Iso St Arm Lat Pressdown,20 Lunges (bw),10 HSPU (AHiAP),Tabata Burpees (no push up); for max reps,,12 Commando Pull Ups,50 Db Squats ,max Farmers Carry (AHeavyAP),5 Chest to Bar Pull Ups,6 Lunges,100 Burpees,,12 Down Dog HSPU,30 Jumping Jacks,,6 Floor Tap to Squat Jump,,7 Candlesticks,500m Row/Run/Jog
