WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,11.6.23,11.7.23,11.8.23,11.9.23,11.10.23,11.11.23,11.13.23,11.14.23,11.15.23,11.16.23,11.17.23,11.18.23,11.20.23,11.21.23,11.22.23,11.23.23,11.24.23,11.25.23,11.27.23,11.28.23,11.29.23,11.30.23,12.1.23,12.2.23
Primer,"12 Eccentric Squats (7"")",Barbell Complex,15 Box Jumps,,Barbell Complex,,10ea Hip Airplanes,15 Box Jumps,20 Jumping Split Squats,,30 Pull Up Shrugs,25 Kb Swings,20 Plate Squats,20 Med Ball Pass,15 Box Jumps,Movement Prep 1,,10 Sott's Press,3x :10 Iso Deadlift,30 Split Squats,15 Box Jumps,,Movement Prep 1,10 Pressing Snatch Balance
Strength,ref 1.6.23 | 10.21.22,ref 1.7.23,,,ref 8.18.23 (ish),,ref 8.26.23 | 6.3.23,ref 6.5.23,ref 3.22.23 | 1.3.22,,ref 8.16.23 | 5.23.23 | 2.28.23,ref 8.25.23 | 5.26.23,8.22.23,2.26.20 | 3.8.23 | 9.2.23,ref 9.28.22 | 12.19.22 | 8.23.23,ref 11.25.21 | 11.24.22,,,8.26.23 | 6.3.23,ref 12.12.22 | 3.18.23 | 6.17.23,ref 12.21.22 | 3.15 | 6.14 | 9.16.23,,Friday Night Fitness! ref 9.4.21,ref 6.6.23 | 1.10.22
Athlete,Back Squats 5x3@ 75%,Hang Clean 6x4@ 60%,Deadlifts 5x3@ 75%,,Hang Snatch 6x4@ 60%,,Deadlifts 5x5@ 75%,Hang Snatch 6x4@ 65%,Back Squats 5x5@ 75%,,Bench Press 5x5@ 75%,Hang Clean 6x4@ 65%,Back Squats 5x6@ 75%,Bench Press 5x6@ 75%,Deadlifts 5x6@ 75%,,,Hang Clean 6x5@ 65%,Deadlifts 5x7@ 75%,Hang Clean 6x6@ 65%,Back Squats 5x7@ 75%,,n/a,Hang Snatch 6x6@ 65%
Enthusiast,Back Squats 5x3@ 70%,Hang Muscle Cl 6x4@ 115/75,Deadlifts 5x3@ 70%,,Hang Muscle Sn 6x4@ 95/65,NO CLASS,Deadlifts 5x5@ 70%,Hang Power Sn 6x4@ 115/75,Back Squats 5x5@ 70%,,Bench Press 5x5@ 70%,Hang Power Cl 6x4@ 135/85,Back Squats 5x6@ 70%,Bench Press 5x6@ 70%,Deadlifts 5x6@ 70%,,NO CLASS,Hang Power Cl 6x5@ 135/85,Deadlifts 5x7@ 70%,Hang P Clean 6x6@ 135/85,Back Squats 5x7@ 70%,,n/a,Hang P Snatch 6x6@ 115/75
Foundation,Box Squats 5x3@ 135/95,Front Squat 6x4@ 95/65,RDL's 5x3@ 145/105,,Overhead Squat 6x4@ 45/35,,RDL's 5x5@ 145/105,Overhead Squat 6x4@ 45/35,Box Squats 5x5@ 135/95,,Bench Press 5x5@ 115/75,Front Squat 6x4@ 95/65,Box Squats 5x6@ 135/95,Bench Press 5x6@ 115/75,RDL's 5x6@ 145/105,,,Front Squat 6x5@ 95/65,RDL's 5x7@ 145/105,Front Squat 6x6@ 95/65,Box Squats 5x7@ 135/95,,n/a,Overhead Squat 6x6@ 45/35
At-Home,Heel Touches 5x12ea@ bw,Sott's Press 6x10@ pvc,Hip Airplanes 5x10ea,,Overhead Squat 5x10@ pvc,,Hip Airplanes 5x12ea,Overhead Squat 5x10@ pvc,Heel Touches 5x12ea@ bw,,Push Ups 5x10,Sott's Press 6x10@ pvc,Heel Touches 5x14ea@ bw,Push Ups 5x12,Hip Airplanes 5x14ea,,,Sott's Press 6x12@ pvc,Hip Airplanes 5x16ea,Sott's Press 6x14@ pvc,Heel Touches 5x16ea@ bw,,n/a,Overhead Squats 5x12@ pvc
,A- Med (55) | L- Lt (Dubs),A- Lt (Carry) | L- Hvy (112),A- Hvy | L- Lt,,A- Lt | L- Hvy,,A- Hvy | L-Lt,A- Lt | L- Hvy,A- Med | L- Med,,A - Hvy | L- Lt,A- Lt | L-Hvy,A- Hvy | L- Lt,A- Med | L-Med,A-Lt | L-Hvy,A-Med | L- Lt,,A- Lt | L-Med,A- Hvy | L- Lt,A-Med | L-Hvy,A- Med | L-Med,,A- Hvy | L- Hvy,A- Med | L-Lt
WoD,,,,Fix Your Hips,Tabata Tidbits,,,,"""Baseline 2.0 | Baseline""",3 Step Total Body Reset,,,,"""Ivan""",OPT Repeatability Test,"""The Gobbler""",,,,,,Fix Your Hips From Ground Up,Weight a Minute,
Athlete,4rds | for time,5rds | for time,12min AMRAP | (55/35),,for max reps,,EMOM for 12min,5rds; for time,2rds; for best time,,30-20-10; for time,2rds; for time,for time,for time; 50-40-30-20,3rds; ea rd for time,Partner WoD; for time; YGIG,,15min AMRAP,EMOM for 12min,15min AMRAP,2000m Row*,,3rds; for time,15min AMRAP
