WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,12.5.22,12.6.22,12.7.22,12.8.22,12.9.22,12.10.22,12.12.22,12.13.22,12.14.22,12.15.22,12.16.22,12.17.22,12.19.22,12.20.22,12.21.22,12.22.22,12.23.22,12.24.22,12.26.22,12.27.22,12.28.22,12.29.22,12.30.22,12.31.22
Primer,2x 300m Row Sprint,10 Box Jumps,Heel Touches 2x15ea,,10 Drop Snatch,15 Plyo Push Ups,500m Row (sprint),Drop Snatch,25 Kb Swings,,Drop Clean,15 Box Jumps,40yd Big Skips,10 Drop Clean,15 Box Jumps,,Movement Prep 1 and Some,10 Drop Snatch,Warm Up,Warm Up,Warm Up,Warm Up,Warm Up,Warm Up
Strength,,,,,ref 11.11.22,,ref 7.13.22,,,,ref 10.8.22,,ref 9.28.22,ref 6.28.22,ref 10.3.22,,Final Friday/ ref 12.23.21,ref 12.24.21,ref 9.20.22,ref 12.29.20,ref 12.29.21,,ref 12.31.21,ref 1.1.21
Athlete,Back Squats 5x5@ 70%,Clean Complex; 5x4ea @ | 50% | (115/75) | (75/45),Deadlifts 5x5@ 70%,,Snatch Complex; 5x4ea @ | 50% | (95/65) | (45/35),Bench 5x5@ 70%,Deadlifts 5x5@ 75%,SG RDL-Hang Sn 6x4@ 65%,Back Squats 5x5@ 75%,,RDL-Hang Cl 6x4@ 65%,,Back Squats 5x5@ 65%,Hang Clean 6x3@ 75%,Deadlifts 5x5@ 65%,,Bench 5x5@ 65%,Hang Snatch 6x3@ 75%,(Deadlifts 5x3@ 80%),(Hang P. Sn 6x4@ 65%),(Back Squats 5x3@ 80%),,(Bench 5x3@ 80%),(Hang P. Clean 6x4@ 65%)
Enthusiast,Back Squats 5x5@ 70%,Hang Power Clean,Deadlifts 5x5@ 70%,,Hang Power Snatch,Bench 5x5@ 70%,Deadlifts 5x5@ 75%,SG RDL-Hang P Sn 6x4@ 95/65,Back Squats 5x5@ 75%,,RDL-Hang P Cl 6x4@ 115/75,,Back Squats 5x5@ 65%,Hang P. Clean 6x3@ 185/125,Deadlifts 5x5@ 65%,,Bench 5x5@ 65%,Hang P. Snatch 6x3@ 115/75,Hip Airplanes 5x10ea@ bw,Squat Sit BNP 6x 7@ pvc,Single Leg Squats 5x10ea@ bw,,"Tempo Push Ups 5x5@ 3""-1""-3""",Sott's Press 6x7@ pvc
Foundation,Box Squats 5x5@ 95/65,Front Squat | Push Press,RDL's 5x5@ 115/75,,OH Squat | BNP Push Press,Bench 5x5@ 70%,RDL's 5x5@ 125/80,SG RDL-Hi Pull 6x4@ 75/45,Box Squats 5x5@ 105/75,,RDL-Hang Hi Pull 6x4@75/45,,Box Squats 5x5@ 85/55,Hang Muscle Cl 6x3@ 75/45,RDL's 5x5@ 95/65,,Bench 5x5@ 75/45,Hang Muscle Sn 6x3@ 75/45,Single Leg RDL 5x10ea@ bw,OHS 6x7@ pvc,Single Leg Sq. 5x10ea (to bench),,"Incline Tempo Push Ups 5x5@ 3""-1""-3""",Squats 6x7@ bw
At-Home,Heel Touches 5x 15ea,Sott's Press 5x10,Hip Airplanes 5x10ea,,Squat Sit BNP 5x10,"Tempo Push Ups 5x5@ 3""-1""-3""",Single Leg RDL's 5x12ea,OHS 5x10@ pvc,Single leg Squats 5x5ea@ bw,,Broad Jump 6x 20yd,,Heel Touches 5x 15ea,Sott's Press 5x10,Hip Airplanes 5x10ea,,Dip Holds 5 x 1min,Squat Sit BNP 5x10,,,,,,
,A- Lt  | L- Hvy,A- Med | L- Med,A- Hvy | L- Lt,,A- Lt | L- Med,A- Hvy | L- Hvy,A- Lt  | L- Hvy,A- Hvy | L- Med,A- Lt | L-Med,,A- Lt | L-Med,A- Hvy | L- Hvy,A-Lt | L-Hvy,A- Hvy | L- Lt,A-Lt | L-Med,,A- Med | L-Med,A-Hvy | L- Hvy,,,,,,
WoD,,Row Your Boat,,https://youtu.be/dE6Bddqsbcg,,,,,,https://youtu.be/L27WJnDgHI4,,,OPT Repeatability Test,,,https://youtu.be/GBTj4uyXKLQ,Santa Claus is Coming to WoD,Merry Fitmas,,,,,Bodyweight Mayhem,
Athlete,15min AMRAP,5rds; for time; (50's/35's),15min AMRAP,,2rds; on rower,EMOM for 20min (alt),15min AMRAP,for time,6 rounds; for max watts,,EMOM for 12min; for max abs,40min Partner AMRAP | YGIG,3rds; ea rd for time,15min AMRAP,2000m Row*,,for time,4 rounds; for time,EMOM for 15min,3 rounds; for time,For time*,2rds; 1min ea,for time | w/ (20/10) weight vest,EMOM for 12min
