WEEK,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
,10 RDL(185/125),5 Burpees,10yd Broad Jump,Prevent shoulder injury,50 Front Squats (165/115),Meet at the Jenks track North of the High School. ,12 Single leg RDL's (50/35),5 Ring Push Ups,Tire Flips,,Chest to Bar Pull Ups,500m Row,10 Db Ground to Overhead (55/35),4000m Row ,5 Chest to Bar Pull Ups,,"3 Box Jump (33""/27"")",150 Db Push Press (40's/25's),50 Burpees/400m Run,10 Lunges (40's/25's),8 RDL (185/125),,3 Strict Pull Up (AHvyAP),Db Hang Clusters (40's/25's)
,5 Floor Press (185/125),8 Pull Ups (15/5),5 Overhead Squats (115/75),Decrease neck tension,100 Db Shoulder Press (50's/35's),Timed Mile Run,10 Shoulder Press (115/75),10 Bent Over Rows (50's/35's),Farmers Carry (AHAP),,Thrusters (95/65),then...,10yd Seal Drags,50 Dubs,7 Ring Push Ups,,5ea Bulgarian Split Squat (40/25),40yd Farmers Carry (25's/15's)*,50 Kb Swings/400m Run,5 Snatch BNP (45/35),5 Ring Push Up,,20 Dubs,*5 burpees at the top of every minute and start with 5 burpees*
,80yd Overhead Carry (55/35),15 Tuck Ups (15/5),10 Db Lunges (50's/35's),Be strong | like lion,,,:30sec Reverse Planks,10 Inch Worms,Singles,,,Annie,,Plank,9 Squats,,10 Toes to Bar,*Plates,50 Pull Ups/400m Run,5 Hanging Straight Leg Raises,1 Evil wheel,,,
,,,,,,,,,,,,50-40-30-20-10,,,,,,--At the top of every min | do a farmers carry | start w/ carry,50 Push Ups/400m Run,,,,,
,,,,,,,,,,,,Dubs,,Time on rower/plank/rest (if 4th person) dictated by how long it takes teammate to do dubs,,,,,,,,,,
,,,,,,,,,,,,Sit Ups,,,,,,,*w/ weighted vest (20/10),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,5rds; for time,3x 5min AMRAP (2 min rests),14min AMRAP,How to use your upper back to:,for time,Field Day! ,6rds; for time,15min AMRAP,EMOM for 18min (alt ex ea min),Squat Mechanics,21-15-9,For time ,6rds; for time,Team WoD; for time,10min AMRAP,Snatch,5rds; for time,for time,Partner WoD; 40min AMRAP,10min AMRAP,EMOM for 10min,Clean,10rds; for time,100 reps; for time
,10 RDL(155/105),5 Burpees,10yd Broad Jump,Prevent shoulder injury,50 Front Squats (135/85),Meet at the Jenks track North of the High School. ,12 Single leg RDL's (40/25),5 Push Ups,Tire Flips,,Pull Ups (bw/banded),500m Row,10 Db Ground to Overhead (40/25),4000m Row ,5 Pull Ups,,"3 Box Jump (24""/20"")",150 Db Push Press (40's/25's),50 Burpees/400m Run,10 Lunges,8 RDL (135/85),,3 Strict Pull Up (bw/banded),Db Hang Clusters (35's/20's)
,5 Floor Press (155/105),8 Pull Ups (bw/banded),5 Overhead Squats (75/45),Decrease neck tension,100 Db Shoulder Press (40's/25's),Timed Mile Run,10 Shoulder Press (95/65),10 Bent Over Rows (40's/25's),Farmers Carry (AHAP),,Thrusters (95/65),then...,10yd Seal Drags,30 Dubs,7 Push Ups,,5ea Bulgarian Split Squat (25/15),40yd Farmers Carry (25's/15's)*,50 Kb Swings/400m Run,5 Snatch BNP (45/35),5 Push Up,,20 Dubs,*5 burpees at the top of every minute and start with 5 burpees*
,80yd Overhead Carry (40/25),15 Tuck Ups,10 Db Lunges (40's/25's),Be strong | like lion,,,:30sec Reverse Planks,10 Inch Worms,Dubs,,,Annie,,Plank,9 Squats,,10 Knees to Elbow,*Plates,50 Pull Ups/400m Run,5 Hanging Straight Leg Raises,1 Evil wheel,,,
,,,,,,,,,,,,50-40-30-20-10,,,,,,--At the top of every min | do a farmers carry | start w/ carry,50 Push Ups/400m Run,,,,,
,,,,,,,,,,,,Dubs,,Time on rower/plank/rest (if 4th person) dictated by how long it takes teammate to do dubs,,,,,,,,,,
,,,,,,,,,,,,Sit Ups,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,5rds; for time,3x 5min AMRAP (2 min rests),14min AMRAP,How to use your upper back to:,for time,Field Day! ,6rds; for time,15min AMRAP,EMOM for 18min (alt ex ea min),Squat Mechanics,21-15-9,For time ,6rds; for time,Team WoD; for time,10min AMRAP,Snatch,5rds; for time,for time,Partner WoD; 40min AMRAP,10min AMRAP,EMOM for 10min,Clean,10rds; for time,100 reps; for time
,10 RDL(115/75),5 Burpees (no push up),5 Squat Jump,Prevent shoulder injury,50 Front Squats (95/65),Meet at the Jenks track North of the High School. ,12 Single leg RDL's (bw),5 Incline Push Ups,Tire Flips,,Ring Rows,500m Row,10 Db Ground to Overhead (25/15),4000m Row ,5 Jumping Pull Ups,,3 Plate Jump (AHiAP),150 Db Shoulder Press (25's/15's),50 Burpees (no push up)/400m Run,10 Lunges,8 RDL (95/65),,3 Ring Rows,Db Thrusters (25's/15's)
,5 Floor Press (115/75),8 Jumping Pull Up,5 Overhead Squats (pvc),Decrease neck tension,100 Db Shoulder Press (25's/15's),Timed Mile Run,10 Shoulder Press (75/45),10 Bent Over Rows (25's/15's),Farmers Carry (AHAP),,Db Thrusters (25's/15's),then...,1min Plank,90 Singles,7 Incline Push Ups,,5ea Bulgarian Split Squat (bw),40yd Farmers Carry (25's/15's)*,50 Kb Swings/400m Run,5 Snatch BNP (pvc),5 Incline Push Up,,60 Singles,*5 burpees (no push up) at the top of every minute and start with 5 burpees (no push up)*
,80yd Overhead Carry (25/15),15 Curl Ups,10 Db Lunges (bw),Be strong | like lion,,,:30sec Reverse Planks,10 Inch Worms,Dubs,,,Annie,,Plank,9 Squats,,10 Hanging Knee Raises,*Plates,50 Ring Rows/400m Run,5 Hanging Bent Leg Raises,1 Plank Walkout,,,
,,,,,,,,,,,,50-40-30-20-10,,,,,,--At the top of every min | do a farmers carry | start w/ carry,50 Incline Push Ups/400m Run,,,,,
,,,,,,,,,,,,Dubs,,Time on rower/plank/rest (if 4th person) dictated by how long it takes teammate to do dubs,,,,,,,,,,
,,,,,,,,,,,,Sit Ups,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,3min Glute Bridge,60 IYT's,1min ea side Couch Mobility,,1min Superman,,50 Band Pull Aparts,1min Arm Circles ea direction,3min Glute Bridge,,50 Bi's and Tri's (lt wt | unbroke),,20 Split Squats (ea side),2min Calf Stretch (ea side),60 IYT's,,20 Bi's and Tri's (AHAP),1min arm circles ea direction,2min pigeon stretch ea side,1min ea side Couch Mobility,40 Pull Up Shrugs,,20 Bi's and Tri's (AHAP),3min Chest Stretch
