WEEK,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_1_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_2_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_3_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE,WEEK_4_ENDURANCE
Day,7.19.21,7.20.21,7.21.21,7.22.21,7.23.21,7.24.21,7.26.21,7.27.21,7.28.21,7.29.21,7.30.21,7.31.21,8.2.21,8.3.21,8.4.21,8.5.21,8.6.21,8.7.21,8.9.21,8.10.21,8.11.21,8.12.21,8.13.21,8.14.21
Primer,Squat Sit Test,Max Push Up Test,McGill Core Endurance Test,,Deadhang/Pull Up Test,Plank Test,,,,,,,,,,,,,Squat Sit Test,Max Push Up Test,McGill Core Endurance Test,,Deadhang/Pull Up Test,Plank Test
Strength,,,,,,,,,,,,,,,,,,,,,,,,ref 7.21.18?
Athlete,Offset Back Squats | 5x5@ 25/15,Snatch Complex | 5x 5ea@ (75/45) | (45/35) | pvc | 1st Pull | Double knee bend | Triple Ext w/ Shrug | Hi Pull (with dip drive)  | Muscle Snatch (w/ hip drive)  | OHS,1-Arm Deadlift | 5x5ea@ 135/85,,Clean Complex | 5x 5ea (95/65) | 1st pull | Double knee bend | Triple Ext w/ Shrug | Hi pull (w/ dip drive) | Muscle clean (w/ dip drive) | Front Squat,Jerk  | 6x4@ 55%,Deadlift 4x10@ 60%,Hang Clean (below) 6x4@60%,Back Squat 4x10@ 60%,,Hang Snatch (below) 6x4@60%,Bench 3x10@ 60%,Back Squat 4x10@ 65%,(PP) | Power Snatch 6x4@ 65%,Deadlift 4x10@ 65%,,(PP) | Power Clean 6x4@ 65%,Jerk 6x4@ 65%,Back Squat 4x8@ 70%,(PP) | Power Clean 6x3@ 70%,Deadlift 4x8@ 70%,,(PP) | Power Snatch 6x3@ 70%,
Enthusiast,Offset Back Squats | 5x5@ 15/5,(45/35),1-Arm Deadlift | 5x5ea@ 95/65,,(75/45),Jerk  | 6x4@ 115/75,Deadlift 4x10@ 60%,Hang Clean (above) 6x4@ 135/85,Back Squat 4x10@ 60%,,Hang Snatch (above) 6x4@ 115/75,Bench 3x10@ 60%,Back Squat 4x10@ 65%,(PP) | Power Snatch 6x4@ 115/75,Deadlift 4x10@ 65%,,(PP) | Power Clean 6x4@ 155/95,Jerk 6x4@ 125/80,Back Squat 4x8@ 70%,(PP) | Power Clean 6x3@ 165/105,Deadlift 4x8@ 70%,,(PP) | Power Snatch 6x3@ 120/80,
Foundation,One Arm Kb Squats | 5x5@ 15/10,(pvc),1-Arm RDL  | 5x5ea@ 45/35,,(45/35),Split Jerk Footwork | 6x4@ 45/35,RDL 4x10@ 95/65,Muscle Clean (from dip) 6x4@ 95/65,Box Squat 4x10@ 75/45,,Muscle Snatch (from dip) 6x4@ 75/45,Bench 3x10@ 75/45,Box Squat 4x10@ 85/55,Muscle Snatch (from dip) 6x4@ 75/45,RDL 4x10@ 115/75,,(PP) | Muscle Clean (from dip) 6x4@ 95/65,Split Jerk Footwork 6x4@ 45/35,Box Squat 4x8@ 95/65,Muscle Clean (from dip) 6x3@ 95/65,RDL 4x8@ 125/85,,Muscle Snatch (from dip) 6x3@ 75/45,
At-Home,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,Prevent Shoulder Impingement,,,,,,Preventing Knee Replacement,,"""Feel the Burn""",,,,Releasing Neck/Sh Tension,,1000 Workout 2.0,,,Baseline,Low Back Rehab #3,FGB Style,Chipper
Athlete,EMOM for 16min; for max reps,5rds; for time,15min AMRAP,Litmus- Supine OH Screen,EMOM for 20min,20min AMRAP,for time,5rds; 10min time cap,EMOM for 12min,"Litmus- 5"" Wall Test",6rds; for time,5 rounds; for time,10rds; for time,EMOM for 12min,15min AMRAP,Litmus- Radial Nerve Glide,5rds; for time,20 rounds; for time,for time,3rds (2-3min rest b/n rds),500m Row,Litmus- Iso RDL,3rds; for max reps,for time
