WEEK,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_1_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_2_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_3_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH,WEEK_4_STRENGTH
Day,2.28.22,3.1.22,3.2.22,3.3.22,3.4.22,3.5.22,3.7.22,3.8.22,3.9.22,3.10.22,3.11.22,3.12.22,3.14.22,3.15.22,3.16.22,3.17.22,3.18.22,3.19.22,3.21.22,3.22.22,3.23.22,3.24.22,3.25.22,3.26.22
Primer,,5x5 Med Ball Push Press (for ht),,,,"5x 5 Box Landings (24""/20"")",,Dynamic Push Ups 5x7,,,,Row 5x200m Sprints,Med Ball Push Press 5x5 (for ht),,"Depth Landings 5x3 (20"")",,,Extended Movement Prep,,Rev Med Ball Toss 5x3,,,"Box Jumps 5x3@ 24""/20""",
Strength,,,,,,,,ref 2.19.16,,,,,,,,,,ref 2.15.16,,,,,,
Athlete,Banded Deadlift 5x5@ 50%,Shoulder Press 5x3@ 135/85,Anderson Squat 5x5@50%,,Clean Barbell Complex (95/65),Muscle Up 8x3,Back Squat 5x3@ 70 | 75 | 80 | 85 | 85%,Snatch 6x2@ 65 | 70 | 75 | 80 | 80 | 80%,Deadlift 5x3@ 80 | 85 | 85 | 85 | 85%,,,Clean 6x2@ 65 | 70 | 75 80 | 80 | 80%,Back Squat 5@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@90%,Hang Sn Pull+Hang Sn+OHS 6x3+1+3@ 50%,Front Squat 5x5@ 35 | 40 | 45 | 50 | 55% (B. Sq. Max),,Hang Cl Pull+HangClean+Sh Press 6x3+1+3@ 50%,,Back Squat 5@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@95 | 1@100%,Snatch 7x2@ 65 | 70 | 75 | 80 | 1@ 85 | 90 | 95,Deadlift 5@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@95 | 1@100%,,Clean 7x2@ 65 | 70 | 75 | 80 | 1@ 85 | 90 | 95,Shoulder Press 5x@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@95 | 1@100%
Enthusiast,Banded Deadlift 5x5@ 50%,Shoulder Press 5x3@ 115/75,Anderson Squat 5x5@50%,,Clean Barbell Complex (75/45),Pull Ups 8x3,Back Squat 5x3@ 70 | 75 | 80 | 85 | 85%,Power Snatch 6x2@ 95 | 95 | 115 | 125 | 135 | 135,Deadlift 5x3@ 80 | 85 | 85 | 85 | 85%,,,Power Clean 6x2@ 145 | 155 | 165 | 175 | 185 | 195,Back Squats 5@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@90%,Hang Sn Pull+Hang Sn+OHS 6x3+1+3@ 75/45,Front Squat 5x5@ 35 | 40 | 45 | 50 | 55% (B. Sq. Max),,Hang Cl Pull+HangClean+Sh Press 6x3+1+3@ 96/65,,Back Squat 5@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@95 | 1@100%,Power Snatch 7x2@95/55 | 95/65 | 115/75 | 125/85 | 135/95 | 145/105 | 155/115,Deadlift 5@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@95 | 1@100%,,Power Clean 7x2@165/65 | 175/75 | 185/85 | 195/95 | 205/100 | 215/105 | 225/110,Shoulder Press 5x@50 | 5@60 | 5@70 | 3@80 | 2@85 | 1@90 | 1@95 | 1@100%
Foundation,Banded Deadlift 5x5@ 135/85,Shoulder Press 5x3@ 95/65,Anderson Squat 5x5@ 95/65,,Clean Barbell Complex (45/35),Box Pull Ups 8x3,Box Squats 5x3@ 135/85,Muscle Snatch 6x2@ 75/45,RDL's 5x3@ 155/115,,,Muscle Clean 6x2@,Box Squats 5@5 rpe | 5@6 rpe | 5@7 rpe | 3@8 rpe | 2@8 rpe | 1@9 rpe | 1@9rpe,Up Row+Muscle Sn+OHS 6x3+1+3@ 45/35,Arnold Squat 5x5@ 75/45 | 85/55 | 95/65 | 105/75 | 115/85,,Up Row+Muscle Cl+Sh Press 6x3+1+3@ 65/45,,Box Squat 5@5 | 5@6 | 5@7 | 3@8 | 2@8 | 1@9 | 1@9 | 1@10RPE,Muscle Snatch 7x2@ 75/45,RDL 5@5 | 5@6 | 5@7 | 3@8 | 2@8 | 1@9 | 1@9 | 1@10RPE,,Muscle Clean 7x2@ 95/65,Shoulder Press 7x3@ 95/65
At-Home,Hip Airplanes 5x5ea@ 1arm sup,Down Dog HSPU 5x5@ bw,Bottom Up Squat 5x7@ bw,,Pulse Squats,Wall Shoulder Press 8x8,Single Leg Squats 5x5ea@ bw,Overhead Squat 6x10@ pvc,Single Leg RDL 5x10ea@ bw,,,Sott's Press 6x10@ pvc,Hip Airplanes 5x10ea@ bw,Tall Skips+OHS 6x20+10@ bw,"Tempo Squats 5x10@ 3""-3""-3""",,Tall Skips+Down Dog HSPU 6x20+5,,Single Leg Squats 7@ 5ea,Divebomber Push Ups 7x5@ bw,Single Leg RDL 8x10ea@ bw,,Squat Jumps 7x10@ bw,Down Dog HSPU 7x5@ bw
,,,,,,,,,,,,,,,,,,,,,,,,
WoD,,,,YT Video and Walk (or dance),CrossFit Open 22.2,,,,,YT Video or 45min walk,CrossFit Open 22.3,,,,,YT Stretch Vid,,,,,,YT Video Stretch,,
