Enthusiast,5rds; for time,3rds; for time,12min AMRAP | (35/25),,5rds; for time,for time,EMOM for 12min,12min AMRAP,5rds; for max reps,,5rds; for time (12min cap),12min AMRAP,12min AMRAP,15min AMRAP,12min AMRAP,,10min AMRAP,12min AMRAP,EMOM for 10min,4rds; for time,5 rounds; for time,,5rds; for time,3rds; for time
,10 Plate Overs (25/15),10 Single Leg Sq (Assissted),10 Half Kneeling OH Press,,10 Behind the Neck Sh Press (45/35),5-10-15-20-25,5 Kb Swing (55/35),5 Chest to Bar Pull Ups,:30sec work/ :60sec rest ea,,"10 Step Ups (40/25)(20"")","5 Box Jumps (24"")",10 Lunges (95/65),"5 Box Jumps (24""/20"")",5 Db Sh Press (40's/25's),,5 Pull Ups,3 Cleans (225/145),"4 Step Ups (20"")",20 Lunges (55/35),5 Chest to Bar Pull Up,,3 Shoulder Press (115/75),500m Row
,16 Cossack Squats (15/10),7 Strict KTE,10 Half Kneeling Trunk Twists,,10 Seated Db Cleans (15's/10's),"Db Burpee Box Step Up (40/25)(20"")",6 OH Lunge (55/35),10 Handstand Push Ups (ft on box),Max Front Sq (70% Bw),,8 Floor Press (155/105),10 Single Leg Squats (bw),10 Glute Bridge Walkouts,7 Devils Press (25's/15's),10 Bulgarian Split Sq (40/25),,10 Hand Release Push Ups,12 Db Push Press (40's/25's),6 Db G2O (40/25),15 Kb Swings (55/35),10 Wide Push Ups,,15 RDL's (115/75),30 Db Thrusters (25's/15's)
,8 Box Chin Ups,5 Front Squats (135/95),10 Half Kneeling Windmills to Elbow,,10 Tricep Extension (25's/15's),10-20-30-40-50,,15 Cossack Squats (25/15),Max Floor Press (70% Bw),,6 Chin Ups,15 KB Lunges (40's/25's),10/20 Dubs/Singles,3 Modified Wall Walks,15 DB RDL's (40's/25's),,15 Kb Swings (55/35),15 Dubs,8 HKR,15/30 Dubs/Singles,5 Db Curls (25's/15's),,,10 Box Pull Ups
,,,10 Half Kneeling Push Press,,,Row (cal),,,200m Row Sprint,,,,,,,,,,,,10 Db Tri's (25's/15's),,,
,,,10 Half Kneeling Halos,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,5rds; for time,3rds; for time,12min AMRAP | (25/15),,5rds; for time,for time,EMOM for 12min,12min AMRAP,5rds; for max reps,,5rds; for time (12min cap),12min AMRAP,12min AMRAP,15min AMRAP,12min AMRAP,,10min AMRAP,12min AMRAP,EMOM for 10min,4rds; for time,5 rounds; for time,,5rds; for time,3rds; for time
,10 Plate Overs (45/25),10 Single Leg Sq (to box),10 Half Kneeling OH Press,,10 Behind the Neck Sh Press (pvc),5-10-15-20-25,5 Kb Swing (40/25),5 Box Pull Ups,:30sec work/ :60sec rest ea,,10 Step Ups (bw)(AHiAP),5 Box Jumps (AHiAP),10 Lunges (40/25),5 Box Jumps (AHiAP),5 Db Sh Press (25's/15's),,5 Box Pull Ups,3 Power Cleans (185/125),4 Step Ups (AHiAP),20 Split Squats,5 Controlled Eccentric Pull Up,,3 Db Shoulder Press (40's/25's),500m Row
,16 Sumo Squats,7 Strict HKR,10 Half Kneeling Trunk Twists,,10 Seated Db Cleans (10's/5's),Db Burpee Box Step Up (25/15)(AHiAP),6 OH Lunge (40/25),10 Db Shoulder Press (25's/15's),Max Front Sq (40% Bw),,8 Floor Press (95/65),10 Single Leg Squats (to box),15 Glute Bridge Walkouts,7 Devils Press (15's/10's),10 Split Sq (25/15),,10 Incline Push Ups,12 Db Push Press (25's/15's),6 Db G2O (25/15),15 Kb RDL (40/25),10 Incline Wide Push Ups,,15 Db RDL's (40's/25's),30 Db Thrusters (15's/10's)
,8 Ring Curls,5 Zombie Squats (45/35),10 Half Kneeling Windmills to Elbow,,10 Tricep Extension (15's/10's),10-20-30-40-50,,15 Sumo Squats (25/15),Max Floor Press (40% Bw),,6 Ring Curls,15 Lunges (bw),40 Singles,5 Inch Worms,15 DB RDL's (25's/15's),,15 DB RDL (40/25),30 Singles,8 SLR,60 Singles,5 Db Curls (15's/10's),,,10 Ring Pull Ups
,,,10 Half Kneeling Push Press,,,Row (cal),,,200m Row Sprint,,,,,,,,,,,,10 Db Tri's (15's/10's),,,
,,,10 Half Kneeling Halos,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,5rds; for time,3rds; for time,12min AMRAP | (AHvyAP),,5rds; for time,for time,EMOM for 12min,12min AMRAP,5rds; for max reps,,5rds; for time (12min cap),12min AMRAP,12min AMRAP,15min AMRAP,12min AMRAP,,10min AMRAP,12min AMRAP,EMOM for 10min,4rds; for time,7 rounds; for time,,5rds; for time,"""Just Pains"""
,10 Plate Overs (AHvyAP),10 Single Leg Squats,10 Half Kneeling OH Press,,10 Behind the Neck Sh Press (pvc),5-10-15-20-25,7 Squat Jumps,5 Pull Ups,:30sec work/ :60sec rest ea,,10 Step Ups (AHvyAP)(AHiAP),5 Broad Jumps,10 Lunges (holding kid or backpack),5 Box Jumps (AHiAP),5 Down Dog HSPU,,5 Wall Shoulder Press,6 Jumping Lunges,4 Step Ups (AHiAP),30 Lunges (bw),5 Bent Over Shoulder Press,,3 Down Dog HSPU,3rds; for time
,16 Cossack Squats (bw),7 Strict TTB,10 Half Kneeling Trunk Twists,,10 Prone BN Sh Press (pvc),Burpee Box Jump Over (AHiAP),10 Lunges,10 Down Dog Handstand Push Up,Max Squats,,8 Push Ups,10 Single Leg Squats (bw),8 Glute Bridge Walkouts,7 Burpees,10 Bulgarian Split Sq (AHvyAP),,10 Push Ups,12 Down Dog HSPU,6 Floor Tap to Squat Jump,20 Squat Hops,10 Wide Push Ups,,15 Single Leg RDL's,500m Row/Run/Jog
,8 Bicep Curls (AHvyAP),5 1-arm Goblet Sq (AHvyAP),10 Half Kneeling Windmills to Elbow,,10 Push Ups,100-200-300-400-500,,15 Cossack Squats,Max Push Ups,,6 Chin Ups,15 Lunges (AHvyAP),20 Dubs,3 Wall Walks,15 Single Leg RDL's,,15 Good Morning (pvc),30 Jumping Jacks | Singles | or Dubs,8 SLR,30 Dubs,5 Db Curls (backpack),,,30 Burpees
,,,10 Half Kneeling Push Press,,,Run (m),,,200m Row/Run Sprint,,,,,,,,,,,,10 Db Tri's (backpack),,,10 Pull Ups
,,,10 Half Kneeling Halos,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,3min Samson,50 Banded Side Steps,30 Split Squats (ea),,30 Partial Push Ups,30 GHD's,2min Pigeon,50 Banded Side Steps,20 Bi's and Tri's,,30 Svend Press,30 GHDs,50 Banded Side Steps,30 Bi's and Tri's ,5min Abs,,3min Planks (any style),2min Samson St,30 Bulgarian Split Squats (ea),50 Banded Side Steps,30 Pull Overs,,30 Rev Flys,2min Scorpion
