Athlete,3 rounds; for time,15min AMRAP,EMOM for 10min ,,15min AMRAP,21-15-9; for time,3rds,15min AMRAP,3 rounds; for time,,3rds; for time,EMOM for 10min,3rds; for time,EMOM for 12min,3rds; for time,,3rds; for time,15min AMRAP,3rds; for time,15min AMRAP ,3rds; for time,,3rds; for time,15min AMRAP
,20 Split Squats (40/25),7 Burpee Box Jump Over,10 Kb Swings (70/55),,"10 Box Jumps (30"")",Thrusters (95/65),"10 Step Downs (24"")",10 Pull Ups,10 RDL's (60%),,10 Db Flys (15's/10's),5 Wall Balls (30/20),10 Sumo Squats (55/35),5 Chin Ups (15/5),10 Bent Over Rows (105/90),,10 Standing Db Flys (15's/10's),10 Db Snatch (50/35),10 Split Squats (55/35),10 Pull Ups (10/5),10 RDL's (165/105),,10 Push Ups,7 Wall Balls (30/20)
,10 Pull Ups,20 Jump Rope Crossovers,7 Bent Over Rows (135/85),,15 Ring Dips,Pull Ups,10 Lateral Flys (10's/5's),80yd Farmers Carry (50's/35's),10 Strict Toes to Bar,,10 Rev Flys (15's/10's),5 Burpees,10 Eccentrc Straight Leg Raises (15/10),30 Dubs,12 Lateral Raises (15's/10's),,12 Tricep Ring Extensions,20 Lunges (50/35),10 Bowties (75/45),7 Kb Tri Ext (55/35),12 Dragon Flags ,,12 Rev Curls (65/45),"10 Step Ups (24"")(40/25)"
,10 SLR (10/5),40yd Suitcase Carry (70/55),,,20 Lunges (55/35),,,40 Dubs,,,,,,,,,,40yd Suitcase Carry (50/35),,5 Evil Wheels,,,,12 Shoulder Press (50's/35's)
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Enthusiast,3 rounds; for time,15min AMRAP,EMOM for 10min ,,15min AMRAP,21-15-9; for time,3rds; for time,15min AMRAP,3 rounds; for time,,3rds; for time,EMOM for 10min,3rds; for time,EMOM for 12min,3rds; for time,,3rds; for time,15min AMRAP,3rds; for time,15min AMRAP,3rds; for time,,3rds; for time,15min AMRAP
,20 Split Squats (25/15),7 Burpee Box Step Over,10 Kb Swings (55/35),,"10 Box Jumps (24"")",Thrusters (75/45),"10 Step Downs (20"")",10 Box Pull Ups,10 RDL's (50%),,10 Db Flys (10's/5's),5 Wall Balls (20/14),10 Sumo Squats (40/25),5 Chin Ups (bw),10 Bent Over Rows (85/55),,10 Standing Db Flys (10's/5's),10 Db Snatch (40/25),10 Split Squats (40/25),10 Box Pull Ups,10 RDL's (155/95),,10 Knee Push Ups,7 Wall Balls (20/14)
,10 Box Pull Ups,20 Dubs,7 Bent Over Rows (95/65),,15 Push Ups,Box Pull Ups,10 Lateral Flys (5's/2.5's),80yd Farmers Carry (40's/25's),10 Strict Knees to Elbows,,10 Rev Flys (10's/5's),5 Burpees,10 Eccentrc Straight Leg Raises,15 Dubs,12 Lateral Raises (10's/5's),,12 Tricep Ring Extensions,20 Lunges (40/25),10 Bowties (45/35),7 Db Tri Ext (40/25),12 Eccentric Dragon Flags,,12 Rev Curls (45/35),"10 Step Ups (20"")(25/15)"
,10 SLR,40yd Suitcase Carry (55/35),,,20 Lunges (40/25),,,20 Dubs,,,,,,,,,,40yd Suitcase Carry (40/25),,5 Evil Wheels,,,,12 Shoulder Press (40's/25's)
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Foundation,3 rounds; for time,15min AMRAP,EMOM for 10min ,,15min AMRAP,21-15-9; for time,3rds; for time,15min AMRAP,3 rounds,,3rds; for time,EMOM for 10min,3rds; for time,EMOM for 12min,3rds; for time,,3rds; for time,15min AMRAP,3rds; for time,15min AMRAP,3rds; for time,,3rds; for time,15min AMRAP
,20 Split Squats (bw),7 Burpee (no push) Box Step Up,10 Db RDLs (40/25),,"10 Step Ups (20"")",Db Thrusters (40's/25's),10 Step Downs (AHiAP),10 Ring Rows,10 RDL's (95/65),,10 Db Flys (5's/2.5's),5 Wall Ball Thrusters (20/14),10 Sumo Squats (bw),5 Ring Curls,10 Bent Over Rows (55/45),,10 Standing Db Flys (5's/2.5's),10 Db Snatch (25/15),10 Split Squats (bw),10 Ring Pull Ups,10 RDL's (115/75),,10 Incline Push Ups,7 Wall Balls Thrusters (20/14)
,10 Ring Rows,20 Singles,7 St. Arm Lat Pulldowns,,15 Incline Push Ups,Ring Rows,10 Lateral Flys(2.5's/bw),80yd Farmers Carry (25's/15's),10 Straight Leg Raises,,10 Rev Flys (5's/2.5's),5 Burpee (no push up),10 Eccentrc Bent Leg Raises,30 Singles,12 Lateral Raises (5's/2.5's),,12 Tricep Ring Extensions,20 Lunges (25/15),10 Bowties (25/15),7 Db Tri Ext (25/15),12 Candlesticks,,12 Rev Curls (35/25),"10 Step Ups (20"")(bw)"
,10 Opp Hand to Foot,40yd Suitcase Carry (40/25),,,20 Lunges (bw),,,40 Singles,,,,,,,,,,40yd Suitcase Carry (25/15),,5 Plank Walkouts,,,,12 Shoulder Press (25's/15's)
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,3 rounds; for time,15min AMRAP,EMOM for 10min ,,15min AMRAP,"""Bodyweight Fran""",3rds; for time,15min AMRAP,3rds,,3rds; for time,EMOM for 10min,3rds; for time,EMOM for 12min,3rds; for time,,3rds; for time,15min AMRAP,3rds; for time,15min AMRAP,3rds; for time,,3rds; for time,15min AMRAP
,20 Split Squats,7 Burpee Broad Jump,10 Squat Jumps,,10 Broad Jumps,21-15-9; for time,10 Step Downs (AHiAP),10 Rev Flys (AHvyAP),10 RDL's (AHvyAP),,10 Standing Db Flys (AHvyAP),5 Floor tap to squat jump,10 Sumo Squats (bw),5 Chin Ups (bw),10 Bent Over Rows (105/90),,10 Standing Db Flys (AHvyAP),10 Db Snatch (AHvyAP),10 Split Squats (bw),10 Pull Ups,10 RDL's (AHvyAP),,10 Push Ups,7 Jump Squats
,10 Pull Ups,20 Dubs,7 Chin Ups,,15 Push Ups,Burpees,10 Lateral Flys (5's/2.5's),80yd Farmers Carry (AHvyAP),10 Straight Leg Raises,,10 Rev Flys (AHvyAP),5 Burpees,10 Eccentrc Straight Leg Raises,15 Dubs,12 Lateral Raises (15's/10's),,12 Db Tricep Kickbacks (AHvyAP),20 Lunges (bw),10 Bowties (AHvyAP),7 Db Tri Ext (AHvyAP),12 Eccentric Dragon Flags,,12 Rev Curls (AHvyAP),"10 Step Ups (24"")(40/25)"
,10 SLR ,30sec Side Plank (ea),,,20 Lunges (bw),Pull Ups,,40 Jumping Jacks,,,,,,,,,,40yd Suitcase Carry (AHvyAP),,5 Plank Walkouts,,,,12 Shoulder Press (50's/35's)
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
At-Home,50 Banded Side Steps,3min Arm Circles,2min Bird Dogs,,2min Dip Hold,1min Deadhang,3min Abs,2min OH Stretch,2min Samson,,30 bi's and tri's,5min Abs,50 Calf Raises,2min Scorpion,30 Ring Rows,,1min Hanging Knee Raises,2min Wall Sit,2min Samson St,1min Deadhang,5min Abs,,30 Lateral Flys,5min Abs
,,,,,,,,,,,,,,,,,,,,,,,,
,3 rounds; for time,15min AMRAP,EMOM for 10min ,#VALUE!,15min AMRAP,"""Bodyweight Fran""",3rds; for time,15min AMRAP,3rds,#VALUE!,3rds; for time,EMOM for 10min,3rds; for time,EMOM for 12min,3rds; for time,#VALUE!,3rds; for time,15min AMRAP,3rds; for time,15min AMRAP,3rds; for time,#VALUE!,3rds; for time,15min AMRAP
